tconst,titleType,startYear,averageRating,numVotes,Popularity,threshold
tt0020960,movie,1930,7.4,4606,5.77657446,2
tt0021015,movie,1930,4.8,1949,2.686197602,1
tt0021040,movie,1930,6.7,1009,2.001599669,2
tt0021079,movie,1931,7.3,11302,12.60051223,2
tt0021148,movie,1930,6.8,1453,2.469538689,2
tt0021153,movie,1930,6.8,1076,2.084519425,2
tt0021156,movie,1930,7.1,5224,6.364236353,2
tt0021165,movie,1930,6.4,5329,6.370007764,2
tt0021309,movie,1937,7.8,1097,2.250911937,2
tt0021331,movie,1932,7.4,5502,6.691633508,2
tt0021409,movie,1930,7.1,1907,2.976679586,2
tt0021542,movie,1930,7.4,1477,2.581016689,2
tt0021571,movie,1930,7.3,4568,5.72327157,2
tt0021577,movie,1930,7.3,12008,13.32152974,2
tt0021622,movie,1931,6.2,1387,2.315167297,2
tt0021668,movie,1931,6.8,1251,2.263241895,2
tt0021673,movie,1931,7.1,1485,2.545703115,2
tt0021730,movie,1931,7.3,2577,3.689920493,2
tt0021739,movie,1931,7.6,3443,4.617825149,2
tt0021746,movie,1931,5.9,5047,6.009536361,1
tt0021749,movie,1931,8.5,156002,160.5523984,3
tt0021750,movie,1931,7.1,1188,2.242385551,2
tt0021800,movie,1931,7.3,1925,3.024051632,2
tt0021814,movie,1931,7.5,43547,45.56039315,2
tt0021815,movie,1931,7.2,3820,4.944866087,2
tt0021818,movie,1931,7.3,1886,2.984222053,2
tt0021873,movie,1931,7.2,1639,2.71747347,2
tt0021874,movie,1931,6.3,1256,2.195875343,2
tt0021884,movie,1931,7.8,61426,63.86318574,2
tt0021885,movie,1931,6.7,2125,3.141338394,2
tt0021890,movie,1931,6.7,2199,3.216912467,2
tt0021985,movie,1931,7.8,1353,2.51235738,2
tt0022000,movie,1931,6.3,1299,2.239790007,2
tt0022017,movie,1931,7.5,1166,2.277895909,2
tt0022054,movie,1931,6.8,1204,2.215242146,2
tt0022074,movie,1931,7.2,3066,4.174827557,2
tt0022080,movie,1931,7.3,1671,2.764648732,2
tt0022100,movie,1931,8.3,134359,138.4200354,3
tt0022111,movie,1931,6.9,2642,3.698324798,2
tt0022125,movie,1931,7.9,1882,3.067104457,2
tt0022150,movie,1931,7.4,3058,4.19564655,2
tt0022153,movie,1931,7.2,1759,2.840026021,2
tt0022158,movie,1931,7.5,10812,12.12907848,2
tt0022183,movie,1931,7.6,2233,3.382086925,2
tt0022208,movie,1931,7.1,3122,4.217524166,2
tt0022236,movie,1931,6.6,1041,2.019785767,2
tt0022251,movie,1931,7,2061,3.119460778,2
tt0022264,movie,1931,6.5,1256,2.224864507,2
tt0022268,movie,1931,6.9,2658,3.714665139,2
tt0022276,movie,1931,6.9,1574,2.607607093,2
tt0022286,movie,1931,7.7,16773,18.24586562,2
tt0022335,movie,1931,7,1086,2.123721301,2
tt0022395,movie,1931,5.8,2702,3.600160676,1
tt0022403,movie,1931,6.8,1606,2.625793192,2
tt0022436,movie,1931,7.6,1409,2.540559407,2
tt0022454,movie,1931,6.8,1636,2.65643133,2
tt0022458,movie,1931,7.5,4655,5.841111333,2
tt0022485,movie,1931,7.3,1168,2.250949289,2
tt0022489,movie,1931,6.5,1295,2.264694086,2
tt0022550,movie,1931,7.5,2354,3.491166165,2
tt0022599,movie,1931,7.5,3886,5.055753735,2
tt0022626,movie,1932,7.4,1726,2.835313233,2
tt0022660,movie,1932,6.7,1018,2.01079111,2
tt0022685,movie,1932,6.5,1403,2.374991382,2
tt0022694,movie,1932,6.8,1074,2.082476882,2
tt0022698,movie,1932,7.1,4081,5.196923304,2
tt0022700,movie,1932,6.5,1067,2.031844239,2
tt0022718,movie,1932,7.4,4871,6.047211344,2
tt0022735,movie,1932,6.8,1380,2.394985888,2
tt0022787,movie,1932,7.7,1136,2.276246935,2
tt0022827,movie,1932,6.4,2609,3.592149939,2
tt0022834,movie,1932,6.7,1576,2.580660473,2
tt0022835,movie,1931,7.6,11903,13.25778,2
tt0022867,movie,1933,6.7,2011,3.024913471,2
tt0022877,movie,1932,7.7,1437,2.583649584,2
tt0022879,movie,1932,6.5,4714,5.756420521,2
tt0022905,movie,1932,6.9,1248,2.274672663,2
tt0022913,movie,1932,7.9,40018,42.01430521,2
tt0022958,movie,1932,7.4,16361,17.78161811,2
tt0023027,movie,1932,7.6,11220,12.56025173,2
tt0023042,movie,1932,8.2,11022,12.44500751,3
tt0023049,movie,1932,7,1516,2.562867942,2
tt0023074,movie,1932,7.3,1668,2.761584918,2
tt0023158,movie,1932,7.6,3415,4.589229553,2
tt0023194,movie,1932,6.3,2881,3.85544114,2
tt0023196,movie,1931,6.6,3127,4.150157614,2
tt0023238,movie,1932,7.2,9718,10.96832397,2
tt0023241,movie,1932,7.2,1283,2.353900902,2
tt0023245,movie,1932,7.1,21951,23.44704071,2
tt0023249,movie,1932,6.4,3482,4.483719748,2
tt0023285,movie,1932,5.8,4238,5.168833331,1
tt0023293,movie,1932,7.1,8428,9.636389468,2
tt0023303,movie,1932,7.2,1983,3.068790783,2
tt0023305,movie,1932,7.5,3209,4.364353092,2
tt0023312,movie,1932,7.3,1954,3.053668498,2
tt0023327,movie,1932,7,972,2.007296377,2
tt0023362,movie,1932,6.4,1332,2.287986541,2
tt0023369,movie,1932,6.9,2243,3.290837566,2
tt0023382,movie,1932,7.3,3619,4.754085145,2
tt0023385,movie,1932,7.1,2532,3.614974123,2
tt0023395,movie,1931,5.8,3805,4.726622875,1
tt0023427,movie,1932,7.8,23907,25.54610936,2
tt0023458,movie,1932,7.3,6959,8.165131152,2
tt0023470,movie,1932,6.9,1868,2.907860844,2
tt0023488,movie,1932,6.9,1026,2.047950443,2
tt0023491,movie,1932,6.9,1342,2.370672161,2
tt0023551,movie,1932,7,6672,7.828542555,2
tt0023556,movie,1931,6.7,1096,2.090450268,2
tt0023563,movie,1933,8,10850,12.24035969,3
tt0023590,movie,1932,7.2,3144,4.254486716,2
tt0023622,movie,1932,8,12164,13.58231013,3
tt0023634,movie,1932,8,4525,5.780818978,3
tt0023649,movie,1932,7.6,14641,16.05402071,2
tt0023686,movie,1932,7.1,2039,3.111487392,2
tt0023694,movie,1932,6.4,8728,9.841308775,2
tt0023731,movie,1932,6.9,2254,3.30207155,2
tt0023753,movie,1933,6.4,1796,2.761856405,2
tt0023775,movie,1933,7.6,5818,7.04334439,2
tt0023814,movie,1932,7,3302,4.386858411,2
tt0023825,movie,1933,7.1,2163,3.238125028,2
tt0023856,movie,1933,6.7,1028,2.021003823,2
tt0023871,movie,1933,7.7,1240,2.382459146,2
tt0023876,movie,1933,5.8,4208,5.138195193,1
tt0023891,movie,1933,6.3,1229,2.168301019,2
tt0023911,movie,1933,7.5,1057,2.166577342,2
tt0023926,movie,1933,6.8,1909,2.935238384,2
tt0023937,movie,1933,7.3,1178,2.261162001,2
tt0023940,movie,1933,7.5,5334,6.534554518,2
tt0023943,movie,1933,7.1,1668,2.732595755,2
tt0023948,movie,1933,7.6,7142,8.395507537,2
tt0023969,movie,1933,7.8,53621,55.89216356,2
tt0023973,movie,1933,7.1,973,2.02281223,2
tt0023986,movie,1933,7.2,1018,2.083264018,2
tt0023993,movie,1933,6.6,1106,2.086168399,2
tt0024008,movie,1933,6.7,1459,2.461171735,2
tt0024025,movie,1933,6.6,3164,4.187944651,2
tt0024028,movie,1933,7.6,4429,5.62479861,2
tt0024034,movie,1933,7.4,10109,11.3966302,2
tt0024044,movie,1933,6.4,1101,2.05207288,2
tt0024055,movie,1933,5.9,2121,3.021296656,1
tt0024067,movie,1933,6.1,1676,2.595820109,2
tt0024069,movie,1933,7.7,6933,8.196556425,2
tt0024087,movie,1933,6,1314,2.211625332,2
tt0024115,movie,1933,7.4,1968,3.082460878,2
tt0024127,movie,1933,5.7,1602,2.462267709,1
tt0024130,movie,1933,6.8,1228,2.239752656,2
tt0024166,movie,1933,6.9,2767,3.825983706,2
tt0024183,movie,1933,7,1137,2.175806135,2
tt0024184,movie,1933,7.7,27976,29.68716754,2
tt0024188,movie,1932,7.4,7710,8.946600449,2
tt0024210,movie,1933,7,2771,3.844563373,2
tt0024216,movie,1933,7.9,75902,78.66160308,2
tt0024238,movie,1933,6.7,1289,2.287555621,2
tt0024239,movie,1933,7,1491,2.537336161,2
tt0024240,movie,1933,7.4,3577,4.725686334,2
tt0024252,movie,1933,7.5,1243,2.356533796,2
tt0024262,movie,1933,7.1,994,2.044258926,2
tt0024264,movie,1933,7.2,6027,7.198811756,2
tt0024302,movie,1933,7.2,1281,2.351858359,2
tt0024314,movie,1933,7,1310,2.352486063,2
tt0024334,movie,1933,7,1154,2.193167746,2
tt0024353,movie,1933,6.5,2487,3.482049427,2
tt0024368,movie,1933,6.8,4327,5.404672289,2
tt0024433,movie,1933,6.3,1338,2.279619587,2
tt0024450,movie,1933,7.1,1312,2.369023187,2
tt0024473,movie,1933,7.1,3458,4.560671309,2
tt0024481,movie,1933,7.6,6800,8.046232766,2
tt0024548,movie,1933,6.4,5097,6.133072832,2
tt0024593,movie,1933,5.7,3746,4.651873289,1
tt0024601,movie,1933,7.6,7406,8.665123149,2
tt0024617,movie,1933,7.1,1077,2.129024441,2
tt0024727,movie,1933,5.7,2045,2.914690877,1
tt0024747,movie,1934,6,1190,2.084987695,2
tt0024772,movie,1933,7.5,1724,2.847765272,2
tt0024831,movie,1934,7,1001,2.036913243,2
tt0024844,movie,1934,7.8,13589,15.00863251,2
tt0024852,movie,1934,7.2,5793,6.959834282,2
tt0024865,movie,1934,7,1525,2.572059383,2
tt0024894,movie,1934,7,8772,9.9732122,2
tt0024902,movie,1934,5.4,1308,2.118530214,1
tt0024914,movie,1934,7.3,1936,3.035285616,2
tt0024961,movie,1934,6.7,1086,2.080237556,2
tt0024966,movie,1934,7.3,1081,2.162098689,2
tt0024968,movie,1934,7.1,1748,2.814297456,2
tt0024991,movie,1934,6.8,3209,4.262891021,2
tt0025004,movie,1934,7.5,2311,3.447251501,2
tt0025028,movie,1934,7.1,1733,2.798978387,2
tt0025037,movie,1934,7.1,1559,2.621277188,2
tt0025091,movie,1934,6.9,1331,2.359438177,2
tt0025101,movie,1934,6.8,1258,2.270390794,2
tt0025129,movie,1934,6.7,1350,2.349853168,2
tt0025164,movie,1934,7.5,6510,7.735569519,2
tt0025301,movie,1934,7.5,3898,5.06800899,2
tt0025316,movie,1934,8.1,88246,91.29716467,3
tt0025318,movie,1934,7.2,4668,5.810904115,2
tt0025330,movie,1934,6.8,1505,2.522644795,2
tt0025335,movie,1934,6.3,1812,2.763702164,2
tt0025397,movie,1934,6.9,997,2.018333577,2
tt0025410,movie,1934,7.1,1136,2.189279445,2
tt0025423,movie,1934,6.9,2822,3.882153625,2
tt0025452,movie,1934,6.8,15929,17.25346144,2
tt0025456,movie,1934,7.3,1855,2.952562644,2
tt0025464,movie,1934,7.2,3366,4.481208935,2
tt0025465,movie,1934,3.6,2012,2.576602712,0
tt0025493,movie,1934,7.2,2420,3.515086324,2
tt0025509,movie,1934,8.2,1454,2.673484103,3
tt0025586,movie,1934,7.2,5816,6.983323521,2
tt0025607,movie,1934,6.1,1263,2.174035079,2
tt0025610,movie,1934,7,1317,2.359634961,2
tt0025617,movie,1934,6.6,1209,2.191359339,2
tt0025740,movie,1934,6.8,1043,2.050817473,2
tt0025746,movie,1934,7.6,5438,6.655261311,2
tt0025748,movie,1934,7.4,3654,4.804324221,2
tt0025862,movie,1934,7.3,4593,5.748803352,2
tt0025878,movie,1934,8,25097,26.79041133,3
tt0025898,movie,1935,7.2,1384,2.457049299,2
tt0025907,movie,1934,7.1,2284,3.361698851,2
tt0025913,movie,1935,7.3,14267,15.62858152,2
tt0025919,movie,1934,7.4,5507,6.696739865,2
tt0025929,movie,1934,7.8,2708,3.896179936,2
tt0025948,movie,1934,6.4,1096,2.046966523,2
tt0026017,movie,1934,7.5,918,2.024620637,2
tt0026029,movie,1935,7.7,48673,50.82441879,2
tt0026056,movie,1935,6.9,3548,4.623596559,2
tt0026071,movie,1935,7,4749,5.864637924,2
tt0026073,movie,1935,6.7,1456,2.458107922,2
tt0026097,movie,1935,6.8,1424,2.439921823,2
tt0026123,movie,1935,7,1551,2.598612436,2
tt0026126,movie,1935,6.9,1689,2.725053288,2
tt0026129,movie,1935,6.9,1438,2.468714202,2
tt0026138,movie,1935,7.8,41005,43.00780536,2
tt0026144,movie,1935,6.8,1442,2.458304706,2
tt0026164,movie,1935,6.8,1708,2.729962861,2
tt0026174,movie,1935,7.7,12257,13.63380461,2
tt0026197,movie,1935,6.8,1742,2.764686083,2
tt0026198,movie,1935,7.2,1410,2.483602352,2
tt0026199,movie,1935,7.1,1269,2.325108523,2
tt0026205,movie,1935,7,2121,3.180737054,2
tt0026246,movie,1935,7,1642,2.691548121,2
tt0026252,movie,1935,6.9,1586,2.619862349,2
tt0026261,movie,1935,6.9,2654,3.710580054,2
tt0026266,movie,1935,7.4,3563,4.711388536,2
tt0026276,movie,1935,7,2826,3.900733292,2
tt0026388,movie,1935,6.7,1210,2.206875192,2
tt0026393,movie,1935,7.2,3358,4.473038765,2
tt0026406,movie,1935,6.8,1601,2.620686836,2
tt0026413,movie,1935,6.8,1024,2.031413319,2
tt0026421,movie,1935,6.9,2344,3.393985963,2
tt0026424,movie,1935,7.5,1149,2.260534298,2
tt0026452,movie,1935,7,1425,2.469932257,2
tt0026519,movie,1935,7,1036,2.072657738,2
tt0026529,movie,1935,7.5,5342,6.542724688,2
tt0026564,movie,1935,7.5,1118,2.228874889,2
tt0026641,movie,1935,6.9,1314,2.342076566,2
tt0026643,movie,1935,7.1,2454,3.535314965,2
tt0026663,movie,1935,7.3,4182,5.329060864,2
tt0026676,movie,1935,7.5,1041,2.150237002,2
tt0026685,movie,1935,6.3,4081,5.080966651,2
tt0026714,movie,1935,6.9,2997,4.060876096,2
tt0026725,movie,1935,7.6,3186,4.355358435,2
tt0026752,movie,1935,7.7,19706,21.24125422,2
tt0026768,movie,1935,6.7,1130,2.125173491,2
tt0026778,movie,1935,7.9,29382,31.15206409,2
tt0026840,movie,1935,6.7,1187,2.183385953,2
tt0026866,movie,1935,7.1,1736,2.802042201,2
tt0026912,movie,1935,7,4284,5.389746788,2
tt0026942,movie,1935,7.1,2775,3.863143039,2
tt0026955,movie,1935,7.6,3504,4.680122695,2
tt0026972,movie,1935,6.6,1790,2.784717941,2
tt0026983,movie,1935,6.5,1375,2.346395786,2
tt0027040,movie,1935,6.7,1044,2.037344163,2
tt0027067,movie,1935,6.2,3391,4.3617949,2
tt0027075,movie,1935,7.8,4870,6.104168399,2
tt0027076,movie,1935,7.8,885,2.03440243,2
tt0027118,movie,1935,7.7,1186,2.327310498,2
tt0027125,movie,1935,7.8,16356,17.83449008,2
tt0027194,movie,1935,6.4,4507,5.530522789,2
tt0027214,movie,1935,7.3,1974,3.074093924,2
tt0027260,movie,1936,7.7,8944,10.25033293,2
tt0027286,movie,1936,6.3,1557,2.503277992,2
tt0027300,movie,1936,6.3,1532,2.477746211,2
tt0027336,movie,1936,7.6,2796,3.957062644,2
tt0027342,movie,1936,7.6,972,2.094263867,2
tt0027367,movie,1937,7,2442,3.508565128,2
tt0027376,movie,1936,6.8,1728,2.750388286,2
tt0027387,movie,1936,6.7,1348,2.347810626,2
tt0027407,movie,1936,7.1,2459,3.540421321,2
tt0027413,movie,1936,6.6,1690,2.682590815,2
tt0027421,movie,1936,7.2,1130,2.197646399,2
