tconst,titleType,startYear,averageRating,numVotes,Popularity,threshold
tt0093073,movie,1987,6.4,4873,5.90430807,2
tt0093075,movie,1987,6.1,14235,15.42196586,2
tt0093090,movie,1988,4.9,1996,2.748691933,1
tt0093091,movie,1987,4.5,4148,4.888489356,1
tt0093093,movie,1987,7.1,1843,2.911318225,2
tt0093104,movie,1987,6.7,1462,2.464235549,2
tt0093105,movie,1987,7.3,120245,123.860867,2
tt0093111,movie,1987,7.3,1424,2.512394731,2
tt0093132,movie,1987,8.1,4328,5.594123121,3
tt0093137,movie,1987,6.7,22621,24.07331413,2
tt0093139,movie,1987,7,1752,2.803887959,2
tt0093146,movie,1987,4.8,3359,4.126190078,1
tt0093148,movie,1987,6,29808,31.3117286,2
tt0093159,tvMovie,1987,7.1,1086,2.138215882,2
tt0093164,movie,1986,5.6,1706,2.553985339,1
tt0093169,movie,1987,6.8,1704,2.725877776,2
tt0093170,movie,1988,6.1,5532,6.533842085,2
tt0093171,movie,1988,5.5,4605,5.500156138,1
tt0093175,movie,1987,5.3,2960,3.791175753,1
tt0093176,movie,1987,5.7,4785,5.712974128,1
tt0093177,movie,1987,7,97045,100.1238901,2
tt0093185,movie,1987,7,16099,17.45606672,2
tt0093186,movie,1987,6.5,3090,4.097875996,2
tt0093191,movie,1987,8,60577,63.02511561,3
tt0093200,movie,1987,7,4594,5.706340878,2
tt0093206,movie,1988,7.4,7468,8.699452804,2
tt0093207,movie,1987,7.3,4610,5.766164963,2
tt0093209,movie,1987,7.3,11898,13.2091899,2
tt0093215,movie,1987,5.8,3245,4.15471097,1
tt0093220,movie,1987,5.4,9625,10.61244328,1
tt0093223,movie,1987,7.2,19551,21.01048427,2
tt0093225,movie,1987,7.2,1977,3.062663156,2
tt0093227,movie,1987,3.3,4190,4.75744777,0
tt0093229,movie,1985,6.6,1194,2.17604027,2
tt0093239,movie,1987,6.8,1349,2.363326479,2
tt0093258,movie,1987,7.4,1907,3.020163331,2
tt0093260,movie,1987,6.8,51714,53.79965346,2
tt0093267,movie,1987,7,2220,3.281842909,2
tt0093277,movie,1987,6.7,7985,9.125987974,2
tt0093278,movie,1987,4.4,9893,10.74119816,1
tt0093286,movie,1987,4.8,1639,2.369603511,1
tt0093300,movie,1987,3,38942,40.20518283,0
tt0093304,movie,1987,7.3,2220,3.325326653,2
tt0093342,movie,1987,8.1,8831,10.1929076,3
tt0093349,movie,1987,5.7,1153,2.003716914,1
tt0093378,movie,1987,6.9,26593,28.15879273,2
tt0093389,movie,1987,7.7,88610,91.61092908,2
tt0093393,movie,1987,6.7,1114,2.108833151,2
tt0093405,movie,1987,2.2,7784,8.268456278,0
tt0093407,movie,1987,6.4,17490,18.78968755,2
tt0093409,movie,1987,7.6,226735,232.6595272,2
tt0093412,movie,1987,7.1,10063,11.30616798,2
tt0093415,movie,1987,5.6,2412,3.275002848,1
tt0093416,movie,1987,6.9,1507,2.539181919,2
tt0093418,movie,1987,5.2,5402,6.270625587,1
tt0093426,movie,1987,7.7,1412,2.558117802,2
tt0093428,movie,1987,6.7,83918,86.67417851,2
tt0093433,tvMovie,1987,7.8,933,2.083423451,2
tt0093435,movie,1987,7.1,5561,6.708404768,2
tt0093437,movie,1987,7.3,116724,120.2649709,2
tt0093467,movie,1987,6.5,2981,3.986557429,2
tt0093468,movie,1981,5.6,1386,2.227178536,1
tt0093476,movie,1987,5.5,3106,3.96927052,1
tt0093477,movie,1987,5.4,2373,3.206184106,1
tt0093483,movie,1987,5.8,2488,3.381608627,1
tt0093489,movie,1987,5.9,1689,2.580107472,1
tt0093493,movie,1987,5.9,27700,29.1443942,1
tt0093502,movie,1987,7.3,1587,2.678861946,2
tt0093505,movie,1987,6.9,1142,2.166417909,2
tt0093507,movie,1987,5.4,35232,36.76413642,1
tt0093509,movie,1987,7.9,6925,8.217375419,2
tt0093512,movie,1987,7.7,14878,16.31055658,2
tt0093516,movie,1986,3.5,2164,2.717341362,0
tt0093524,movie,1987,6.7,1100,2.094535353,2
tt0093543,movie,1987,6.4,4904,5.935967479,2
tt0093546,movie,1987,5.9,1762,2.654660274,1
tt0093560,movie,1987,7.1,26345,27.93450662,2
tt0093562,movie,1987,6.9,1264,2.291013003,2
tt0093565,movie,1987,7.1,46112,48.12197561,2
tt0093578,movie,1987,7.8,12985,14.39178467,2
tt0093593,movie,1988,7.3,2025,3.126178758,2
tt0093596,movie,1987,5.6,3642,4.531166497,1
tt0093603,movie,1987,8.7,14122,15.68342133,3
tt0093605,movie,1987,7,31450,33.13360182,2
tt0093608,movie,1987,5,7917,8.810133641,1
tt0093624,movie,1988,6.2,12512,13.67681006,2
tt0093629,movie,1987,6.6,66556,68.92837233,2
tt0093638,movie,1987,6.1,3972,4.940658921,2
tt0093640,movie,1987,7.1,33432,35.17225604,2
tt0093648,movie,1987,6.5,2199,3.187923304,2
tt0093660,movie,1987,6.6,5641,6.717633561,2
tt0093664,movie,1987,7.5,2729,3.874142888,2
tt0093668,movie,1987,7.2,4683,5.826223184,2
tt0093677,movie,1987,7,13669,14.97437756,2
tt0093690,movie,1987,6.2,6987,8.034286349,2
tt0093692,movie,1987,5.8,47867,49.72587711,1
tt0093693,movie,1987,6.9,49769,51.82777544,2
tt0093713,movie,1987,7.8,9599,10.93376018,2
tt0093727,movie,1987,6.4,1262,2.216497552,2
tt0093737,movie,1987,5.3,6174,7.073541581,1
tt0093744,movie,1988,6,3821,4.771952379,2
tt0093748,movie,1987,7.6,115949,119.5169695,2
tt0093754,movie,1984,8.4,3656,4.95131258,3
tt0093756,movie,1987,5,38545,40.08962977,1
tt0093771,movie,1987,6.3,4372,5.378156588,2
tt0093773,movie,1987,7.8,356714,365.4323334,2
tt0093776,movie,1987,7.3,5372,6.544373663,2
tt0093777,movie,1987,6.7,34518,36.2233783,2
tt0093779,movie,1987,8.1,373810,382.9354706,3
tt0093780,movie,1987,6.3,8466,9.559241123,2
tt0093793,movie,1987,6.1,9790,10.88241511,2
tt0093811,tvMovie,1987,7,1887,2.941759579,2
tt0093818,movie,1987,7.5,29986,31.7109336,2
tt0093822,movie,1987,7.3,120432,124.0518448,2
tt0093828,movie,1987,6.2,3592,4.567070424,2
tt0093833,movie,1989,4.3,2841,3.524698657,1
tt0093854,movie,1987,4.3,2705,3.385805766,1
tt0093855,movie,1987,4.4,3227,3.933403945,1
tt0093857,movie,1987,5.1,12875,13.88809113,1
tt0093870,movie,1987,7.5,222126,227.9379934,2
tt0093871,video,1987,7,1827,2.880483304,2
tt0093873,movie,1987,4.1,1409,2.033249051,1
tt0093886,movie,1987,6.6,39010,40.79643421,2
tt0093894,movie,1987,6.7,135535,139.3891371,2
tt0093898,movie,1987,5.6,1292,2.131179037,1
tt0093913,movie,1987,6.7,1314,2.313087403,2
tt0093935,tvMovie,1987,7.2,1448,2.52241066,2
tt0093936,movie,1987,6.5,28045,29.58370027,2
tt0093940,movie,1987,6.6,8664,9.804936578,2
tt0093949,movie,1988,6.4,1685,2.648495295,2
tt0093964,movie,1987,6.8,1117,2.126391546,2
tt0093966,movie,1987,5.4,4435,5.312045442,1
tt0093969,movie,1987,5.6,2033,2.887941041,1
tt0093974,movie,1987,3.7,5603,6.258482386,0
tt0093978,movie,1987,7.5,8331,9.595304483,2
tt0093986,movie,1987,5.3,1266,2.06114224,1
tt0093990,movie,1987,5.4,1662,2.48006024,1
tt0093995,movie,1988,5.2,3890,4.726463443,1
tt0093996,movie,1987,4.6,3974,4.725282739,1
tt0094006,movie,1987,7.1,25991,27.5729766,2
tt0094008,movie,1987,6.1,8995,10.07050446,2
tt0094011,movie,1987,6.8,2689,3.731829966,2
tt0094012,movie,1987,7.1,164377,168.9026211,2
tt0094025,movie,1987,6.6,22298,23.72894893,2
tt0094027,movie,1988,7.3,15256,16.63861879,2
tt0094033,movie,1987,5.1,4422,5.255285171,1
tt0094035,movie,1987,6.8,12211,13.4563749,2
tt0094048,movie,1987,5.8,2147,3.033355127,1
tt0094056,movie,1987,6.4,2594,3.57683087,2
tt0094057,movie,1987,6.1,8522,9.587443151,2
tt0094072,movie,1987,6.6,16339,17.64319349,2
tt0094074,movie,1987,3.7,40993,42.40127226,0
tt0094077,movie,1987,3.7,4854,5.493550213,0
tt0094082,movie,1987,6.6,8768,9.911148789,2
tt0094089,movie,1987,7.6,1935,3.077748089,2
tt0094118,movie,1987,3.3,10455,11.15571221,0
tt0094137,movie,1987,6,44983,46.80951996,2
tt0094138,movie,1987,7.2,10325,11.58823563,2
tt0094142,movie,1987,6.3,32068,33.66328539,2
tt0094155,movie,1987,6.5,7580,8.683383951,2
tt0094226,movie,1987,7.9,265365,272.1547197,2
tt0094238,movie,1986,7.3,1981,3.081242822,2
tt0094242,movie,1987,7.7,909,2.044418359,2
tt0094288,movie,1987,4.8,1314,2.037690352,1
tt0094291,movie,1987,7.4,138055,142.0642028,2
tt0094293,movie,1986,6,4118,5.075269943,2
tt0094315,movie,1987,7.3,4088,5.233061366,2
tt0094317,movie,1987,6.3,2439,3.404039243,2
tt0094318,movie,1987,6.2,4827,5.828340429,2
tt0094320,movie,1987,6.2,1800,2.736952327,2
tt0094321,movie,1987,4.8,9102,9.99135092,1
tt0094331,movie,1987,6.8,2482,3.520426815,2
tt0094332,movie,1987,6.5,58668,60.85809005,2
tt0094336,movie,1987,7.7,37982,39.90600776,2
tt0094347,movie,1987,7.3,1887,2.985243324,2
tt0094349,movie,1987,7.1,1987,3.058381287,2
tt0094357,movie,1987,7.3,8793,10.03814264,2
tt0094374,movie,1986,7,1062,2.09921079,2
tt0094407,movie,1988,7.5,3166,4.320438428,2
tt0094415,tvSeries,1988,7.2,1711,2.791005001,2
tt0094416,tvSeries,1988,8.5,1461,2.724116747,3
tt0094433,tvSeries,1988,8.2,2449,3.689649006,3
tt0094447,tvSeries,1988,6.8,1236,2.247922826,2
tt0094449,tvSeries,1988,7.1,1032,2.083067234,2
tt0094455,tvSeries,1988,6.6,2624,3.636458171,2
tt0094466,tvSeries,1988,6.4,2543,3.524746036,2
tt0094469,tvSeries,1988,7.3,9692,10.9562655,2
tt0094481,tvSeries,1988,5,5259,6.095594634,1
tt0094484,tvSeries,1988,7.5,3219,4.374565805,2
tt0094490,tvSeries,1987,7.1,1196,2.250555721,2
tt0094500,tvMiniSeries,1988,7.2,5418,6.576857559,2
tt0094510,tvSeries,1988,7.7,1165,2.305863801,2
tt0094511,tvSeries,1988,7.6,3282,4.453400476,2
tt0094512,tvSeries,1988,7.3,1410,2.498096933,2
tt0094514,tvSeries,1988,6.8,8087,9.244652224,2
tt0094516,tvSeries,1988,7.3,1086,2.167205045,2
tt0094517,tvSeries,1988,8.5,22397,24.10545183,3
tt0094519,tvSeries,1987,7.9,2117,3.307103203,2
tt0094521,tvMiniSeries,1988,7.7,1214,2.355906093,2
tt0094525,tvSeries,1989,8.6,35106,37.09928285,3
tt0094531,tvSeries,1988,6.7,4331,5.394262792,2
tt0094535,tvSeries,1988,8.4,31528,33.41618512,3
tt0094540,tvSeries,1988,7,38312,40.1415652,2
tt0094574,tvSeries,1987,8.3,4022,5.310603279,3
tt0094578,tvSeries,1988,6.6,1095,2.074934415,2
tt0094580,tvSeries,1988,8.2,5064,6.36027335,3
tt0094582,tvSeries,1988,8.3,32694,34.59249283,3
tt0094593,movie,1988,5.8,4044,4.970706706,1
tt0094594,movie,1988,5.8,3453,4.367135392,1
tt0094597,movie,1988,5.1,4466,5.300221107,1
tt0094602,movie,1988,6,27338,28.78918859,2
tt0094606,movie,1988,6.8,14214,15.50198123,2
tt0094608,movie,1988,7.1,30050,31.71831664,2
tt0094612,movie,1988,5.4,9590,10.57669878,1
tt0094620,movie,1989,4.1,2067,2.705245539,1
tt0094621,movie,1988,7.8,1153,2.308103128,2
tt0094625,movie,1988,8,151714,156.1007144,3
tt0094631,movie,1988,6.3,13603,14.80551158,2
tt0094641,movie,1989,7.5,3014,4.165205197,2
tt0094642,movie,1987,5.9,3015,3.934313162,1
tt0094651,movie,1988,6.6,6755,7.855329743,2
tt0094663,movie,1988,7.3,12226,13.54416687,2
tt0094667,movie,1988,7,3568,4.658516566,2
tt0094668,video,1988,6.4,2249,3.224492285,2
tt0094669,movie,1988,6.2,3490,4.462900755,2
tt0094675,movie,1988,7.5,5680,6.887914374,2
tt0094678,movie,1988,4.6,5773,6.562549735,1
tt0094681,movie,1988,7.4,1528,2.633101524,2
tt0094683,movie,1987,7.8,2172,3.348778541,2
tt0094701,movie,1988,5.7,3191,4.085067741,1
tt0094712,movie,1988,6.5,7609,8.713000817,2
tt0094713,movie,1989,6.9,1756,2.793478463,2
tt0094715,movie,1988,6.9,22133,23.60392291,2
tt0094716,movie,1988,7.3,8337,9.572442947,2
tt0094721,movie,1988,7.5,244446,250.7327679,2
tt0094730,movie,1988,5.8,1857,2.737186462,1
tt0094731,movie,1988,6.3,5249,6.273811482,2
tt0094737,movie,1988,7.3,187618,192.6669756,2
tt0094739,movie,1988,6.4,11397,12.56708177,2
tt0094744,movie,1988,5,8371,9.273790793,1
tt0094746,movie,1988,6.6,13741,14.98993076,2
tt0094747,movie,1988,7.2,10830,12.10397762,2
tt0094750,movie,1988,3.8,6273,6.957228711,0
tt0094752,movie,1988,5,1258,2.009488325,1
tt0094754,tvMovie,1988,8,11541,12.94605813,3
tt0094761,movie,1988,6.5,29783,31.35866972,2
tt0094764,movie,1989,6.5,6059,7.130030365,2
tt0094783,movie,1988,6.1,1834,2.757180968,2
tt0094791,tvMiniSeries,1988,6.9,3918,5.001466925,2
tt0094792,movie,1988,4.9,5470,6.296588288,1
tt0094793,movie,1988,6.6,8609,9.748766658,2
tt0094794,movie,1988,5.4,1611,2.427975406,1
tt0094799,movie,1988,5.7,6992,7.966919797,1
tt0094812,movie,1988,7.1,45319,47.3121075,2
tt0094819,movie,1988,5.8,3112,4.018881893,1
tt0094824,movie,1988,3.8,14287,15.14169658,0
tt0094828,movie,1988,7.3,5863,7.045817851,2
tt0094834,movie,1989,4.8,2428,3.175386535,1
tt0094846,movie,1988,5,3604,4.405390699,1
tt0094850,movie,1988,5.1,1715,2.490703872,1
tt0094860,movie,1989,6.2,6338,7.371481302,2
tt0094862,movie,1988,6.6,82671,85.38615867,2
tt0094868,movie,1988,7.3,2586,3.699111934,2
tt0094869,movie,1988,6.7,1974,2.987126434,2
tt0094882,movie,1988,6.2,2031,2.972865988,2
tt0094884,movie,1988,6.7,5368,6.453321088,2
tt0094886,movie,1989,5.6,4153,5.05303611,1
tt0094888,movie,1987,7,6691,7.847946709,2
tt0094889,movie,1988,5.9,76372,78.85170894,1
tt0094890,movie,1988,5.4,14777,15.87403281,1
tt0094894,movie,1988,6.7,23163,24.62684315,2
tt0094898,movie,1988,7,154521,158.822477,2
tt0094901,movie,1988,7.2,1784,2.865557803,2
tt0094910,movie,1988,5.8,4413,5.347555801,1
tt0094919,movie,1988,5.5,13178,14.25551464,1
tt0094921,movie,1988,6.9,3453,4.52657579,2
tt0094924,movie,1988,6.9,8749,9.935228379,2
tt0094933,movie,1988,6.2,9150,10.24329608,2
tt0094939,movie,1988,7.2,2029,3.115769261,2
tt0094947,movie,1988,7.6,61730,64.14466304,2
tt0094961,movie,1988,6.1,6119,7.133328314,2
tt0094962,movie,1989,5.1,2810,3.608995901,1
tt0094963,movie,1988,6.3,38449,40.18001729,2
tt0094964,movie,1988,7.3,38200,40.07066657,2
tt0094995,video,1988,6.4,2206,3.180577621,2
tt0095012,movie,1972,7.1,1594,2.657021682,2
tt0095016,movie,1988,8.2,750475,767.6271041,3
tt0095031,movie,1988,7.4,61459,63.83890937,2
tt0095037,movie,1988,7.5,3397,4.556352089,2
tt0095050,movie,1988,7.1,2583,3.667058957,2
tt0095082,movie,1988,7.2,17789,19.21100431,2
tt0095088,movie,1988,6.6,12345,13.56423608,2
tt0095107,movie,1988,5.6,9703,10.7210916,1
tt0095119,movie,1988,6.2,2803,3.7612874,2
tt0095125,movie,1987,6,1181,2.075796254,2
tt0095134,movie,1988,6.1,1538,2.454884675,2
tt0095145,movie,1988,5.5,2820,3.67718694,1
tt0095159,movie,1988,7.5,126093,129.8622505,2
tt0095169,movie,1988,6,4105,5.061993416,2
tt0095174,movie,1988,6.9,46953,48.95187557,2
tt0095178,movie,1988,5,1650,2.409826659,1
tt0095179,movie,1988,5.3,30118,31.52686062,1
tt0095188,movie,1988,6.2,18628,19.92290508,2
tt0095217,movie,1988,6.9,1667,2.702585321,2
tt0095238,movie,1988,5.8,1443,2.314380161,1
tt0095241,movie,1987,3.3,1585,2.097036139,0
tt0095243,movie,1988,7,22989,24.49262569,2
tt0095244,movie,1988,7.5,1546,2.665978988,2
tt0095250,movie,1988,7.6,46084,48.16585292,2
tt0095253,movie,1988,6.7,37215,38.97774689,2
tt0095262,movie,1988,7.4,1113,2.209273951,2
tt0095270,movie,1988,6.9,19011,20.41551404,2
tt0095271,movie,1988,5.9,41259,42.99181121,1
tt0095274,movie,1988,6.7,1713,2.720574635,2
tt0095276,movie,1988,7.2,1492,2.567346595,2
tt0095294,movie,1988,6.5,39218,40.99436405,2
tt0095296,movie,1988,5.3,3198,4.034238313,1
tt0095299,movie,1988,5.4,1215,2.023551987,1
tt0095302,movie,1988,7.4,4049,5.207726368,2
tt0095304,movie,1988,5.8,8170,9.184471923,1
tt0095312,movie,1988,5.3,2697,3.522581412,1
tt0095316,movie,1988,5.9,2112,3.012105215,1
tt0095326,movie,1988,4.5,2966,3.681346728,1
tt0095327,movie,1988,8.5,212541,218.2940542,3
tt0095330,tvMovie,1988,8,4385,5.637841001,3
tt0095333,movie,1987,6.1,2058,2.98594573,2
tt0095334,video,1988,3.5,2408,2.966531549,0
tt0095341,movie,1988,7.7,1231,2.373267704,2
tt0095348,movie,1988,6.6,11789,12.99640926,2
tt0095360,movie,1988,7.9,4351,5.588623197,2
tt0095368,tvMovie,1988,5.8,2765,3.664500766,1
tt0095379,movie,1989,6.3,6831,7.889462614,2
tt0095382,movie,1988,3.8,4552,5.199620874,0
tt0095386,movie,1988,7.1,1881,2.950126533,2
tt0095388,tvMiniSeries,1988,7.6,4267,5.459352666,2
tt0095389,movie,1988,5.9,2448,3.355252358,1
tt0095403,movie,1988,7.1,15947,17.31532807,2
tt0095409,movie,1988,4.6,5844,6.635059994,1
tt0095441,movie,1988,7.9,1826,3.009913267,2
tt0095444,movie,1988,6.2,30675,32.22615994,2
tt0095452,movie,1988,7.4,2505,3.630883544,2
tt0095454,movie,1988,5.5,1428,2.255577347,1
tt0095467,movie,1988,8.2,17675,19.2395252,3
tt0095468,movie,1988,8.1,15696,17.2039348,3
tt0095475,movie,1988,7.8,4731,5.962211694,2
tt0095483,movie,1989,5.6,1373,2.213902009,1
tt0095484,movie,1988,6.6,5919,7.001546971,2
tt0095488,movie,1988,5.9,9495,10.55215092,1
tt0095489,movie,1988,7.4,76105,78.79644823,2
tt0095491,movie,1988,7,1460,2.505676752,2
tt0095497,movie,1988,7.6,48866,51.00702956,2
tt0095511,movie,1988,7.2,1480,2.55509134,2
tt0095513,movie,1988,7.2,1449,2.523431931,2
tt0095519,movie,1988,6.3,17304,18.58523651,2
tt0095525,movie,1987,7.1,4008,5.122370502,2
tt0095530,movie,1987,7.3,976,2.054865207,2
tt0095532,movie,1988,6,4723,5.693139055,2
tt0095560,movie,1988,3.3,11132,11.84711285,0
tt0095564,movie,1988,6.7,1269,2.267130196,2
tt0095574,movie,1988,7,1627,2.676229052,2
tt0095583,movie,1988,6,12976,14.12169076,2
tt0095593,movie,1988,6.2,15369,16.59458205,2
tt0095599,movie,1988,6,3149,4.085658092,2
tt0095607,tvMovie,1988,7.1,2985,4.077610004,2
tt0095626,movie,1988,5.6,2349,3.210662759,1
tt0095631,movie,1988,7.5,68671,71.21881227,2
tt0095638,movie,1988,6.8,5750,6.857941291,2
tt0095640,movie,1988,5.7,1235,2.087461157,1
tt0095647,movie,1988,7.8,82451,85.33541397,2
tt0095649,movie,1988,6.6,1623,2.61416564,2
tt0095652,movie,1988,6.2,10080,11.19307835,2
tt0095654,movie,1988,6,5208,6.188455616,2
tt0095655,movie,1988,6.1,15282,16.49123686,2
tt0095657,movie,1987,8.9,3495,4.859360815,3
tt0095662,movie,1988,6.2,4889,5.891659247,2
tt0095665,movie,1988,5.9,1158,2.037812433,1
tt0095675,movie,1988,7.5,33217,35.01066104,2
tt0095684,movie,1987,6.1,3056,4.005174447,2
tt0095687,movie,1988,5.3,24166,25.44825408,1
tt0095690,movie,1988,6.2,23393,24.78926263,2
tt0095705,movie,1988,7.6,142415,146.5459346,2
tt0095709,movie,1988,6.7,3200,4.239204998,2
tt0095715,movie,1988,7.5,10797,12.11375941,2
tt0095719,movie,1988,5.3,1943,2.752542882,1
tt0095730,movie,1988,6.4,2402,3.380746788,2
tt0095736,movie,1988,5.6,2473,3.337300395,1
tt0095740,movie,1989,5.3,1377,2.17450335,1
tt0095742,movie,1988,5.7,47272,49.10372613,1
tt0095756,movie,1988,4.8,2053,2.792409813,1
tt0095765,movie,1988,8.5,212958,218.7199243,3
tt0095774,movie,1988,6.2,2480,3.431416783,2
tt0095776,movie,1988,6.7,41256,43.10470404,2
tt0095799,movie,1987,5.8,2035,2.918972746,1
tt0095800,movie,1988,7.7,15780,17.23174326,2
tt0095801,movie,1987,7.4,11671,12.99185591,2
tt0095836,movie,1988,6.3,1328,2.269406874,2
tt0095853,movie,1988,6.4,1822,2.788409458,2
tt0095863,movie,1988,6.5,12526,13.7345916,2
tt0095869,movie,1988,7,3405,4.492049351,2
tt0095871,movie,1988,6.6,3678,4.712878078,2
tt0095877,movie,1988,5.4,1505,2.319720652,1
tt0095882,movie,1988,4.6,31300,32.63254117,1
tt0095888,movie,1988,6.6,1703,2.695867341,2
tt0095889,movie,1988,4.7,16115,17.13903168,1
tt0095895,movie,1988,7.3,7436,8.652277542,2
tt0095897,movie,1988,6,15625,16.82703832,2
tt0095904,movie,1987,5.8,3655,4.573432187,1
tt0095916,movie,1987,5.7,1158,2.00882327,1
tt0095924,movie,1988,5.5,2047,2.887744257,1
tt0095925,movie,1988,6.2,18971,20.27320112,2
tt0095927,movie,1988,5.9,7698,8.71692647,1
tt0095936,movie,1988,7.5,9854,11.15070061,2
tt0095953,movie,1988,8,454814,465.6480331,3
tt0095956,movie,1988,5.8,116532,119.8514681,1
tt0095958,movie,1987,6.2,1860,2.798228602,2
tt0095963,movie,1988,6.1,61528,63.72094753,2
tt0095975,movie,1987,6.3,2480,3.445911365,2
tt0095977,movie,1987,4.6,1574,2.274231716,1
tt0095989,movie,1988,5.2,6428,7.318449899,1
tt0095990,movie,1988,5.8,17450,18.66186921,1
tt0095993,movie,1988,6.6,2191,3.194247716,2
tt0096003,movie,1988,6.6,1733,2.726505479,2
tt0096018,movie,1988,7.7,13159,14.55499129,2
tt0096022,movie,1988,6.2,4258,5.247237082,2
tt0096028,movie,1988,8,8003,9.332800418,3
tt0096029,movie,1988,6.5,1344,2.314736377,2
tt0096037,movie,1988,4.9,3245,4.024259736,1
tt0096046,movie,1988,5.4,4328,5.202769418,1
tt0096054,movie,1988,6,5795,6.787941845,2
tt0096061,movie,1988,7,82007,84.76601288,2
tt0096071,movie,1988,6.5,21034,22.42356747,2
tt0096073,movie,1988,5.9,12521,13.64251775,1
tt0096087,movie,1988,6,2639,3.56480975,2
tt0096094,movie,1988,5.9,10902,11.98907958,1
tt0096098,movie,1988,6.8,11088,12.30948727,2
tt0096101,movie,1988,5.8,22900,24.22779757,1
tt0096118,movie,1988,5.7,9571,10.60077838,1
tt0096119,movie,1989,5.2,6855,7.754532727,1
tt0096126,tvMovie,1988,8.7,6285,7.679718465,3
tt0096142,movie,1988,5,2956,3.743606923,1
tt0096149,movie,1988,2.1,6401,6.841543545,0
tt0096152,movie,1988,5.8,1988,2.870972997,1
tt0096163,movie,1988,7.7,31253,33.03387345,2
tt0096171,movie,1988,6.7,3949,5.004137171,2
tt0096180,movie,1988,6.2,3421,4.392433038,2
tt0096184,movie,1988,5.8,2056,2.940419443,1
tt0096193,movie,1988,5.7,3706,4.611022439,1
tt0096203,movie,1988,6,3188,4.125487672,2
tt0096211,movie,1988,5.6,1390,2.231263621,1
tt0096218,movie,1988,6.6,1187,2.168891371,2
tt0096219,movie,1988,7.3,11986,13.29906177,2
tt0096223,movie,1988,5.7,3699,4.60387354,1
tt0096243,tvMovie,1988,6.9,1175,2.200119861,2
tt0096244,movie,1988,6.1,27555,29.02529903,2
tt0096246,movie,1989,4.9,1274,2.011334083,1
tt0096251,movie,1989,7,17947,19.343376,2
tt0096252,movie,1988,7,1760,2.812058129,2
tt0096256,movie,1988,7.3,102267,105.5004523,2
tt0096257,movie,1988,8,20529,22.12524421,3
tt0096259,movie,1988,7,3051,4.130519325,2
tt0096280,movie,1988,6.1,1334,2.246545338,2
tt0096283,movie,1988,8.2,258653,265.3434307,3
tt0096288,movie,1988,8,6419,7.715106743,3
tt0096289,movie,1988,7.7,6455,7.708388763,2
tt0096294,movie,1988,5.9,1855,2.749638501,1
tt0096310,movie,1988,5.7,1606,2.466352794,1
tt0096316,movie,1988,6.9,15217,16.54081089,2
tt0096320,movie,1988,6.1,108024,111.205976,2
tt0096321,movie,1989,5.2,1859,2.652261515,1
tt0096324,movie,1988,5,4841,5.668703247,1
tt0096329,movie,1988,8,1340,2.528070017,3
tt0096332,movie,1988,7.3,32376,34.12278275,2
tt0096336,movie,1988,7.5,3625,4.789201936,2
tt0096340,movie,1988,5,1446,2.201487322,1
tt0096344,movie,1988,4.9,2086,2.840606346,1
tt0096376,tvMovie,1988,6,1529,2.431198652,2
tt0096378,movie,1988,5.7,3193,4.087110283,1
tt0096380,movie,1988,5.9,8914,9.958792321,1
tt0096386,movie,1988,6.9,3771,4.85134005,2
tt0096403,movie,1988,9,1981,3.32765071,3
tt0096409,movie,1987,6.6,3071,4.092966424,2
tt0096425,movie,1988,5.4,3787,4.650261666,1
tt0096426,movie,1988,6.2,10228,11.3442265,2
tt0096438,movie,1988,7.7,174189,179.0103022,2
tt0096446,movie,1988,7.3,96532,99.64346167,2
tt0096453,movie,1988,4.3,1590,2.247088312,1
tt0096454,movie,1988,7,8997,10.20299823,2
tt0096461,movie,1988,7,7650,8.827345847,2
tt0096463,movie,1988,6.8,49354,51.38945328,2
tt0096464,movie,1988,6.8,1380,2.394985888,2
tt0096486,movie,1988,5.2,8195,9.123036214,1
tt0096487,movie,1988,6.9,52045,54.15218883,2
tt0096507,movie,1986,5.7,1776,2.639968909,1
tt0096511,movie,1988,4.9,4168,4.966893108,1
tt0096517,movie,1988,6.7,1561,2.565341404,2
tt0096523,movie,1988,5.7,1692,2.554182123,1
tt0096531,tvSeries,1989,6.8,4496,5.577267132,2
tt0096535,tvMiniSeries,1989,7.2,2730,3.831680414,2
tt0096536,tvMiniSeries,1989,8.6,1518,2.79682379,3
tt0096540,tvMiniSeries,1989,7.9,4371,5.609048622,2
tt0096542,tvSeries,1989,5.3,23615,24.88553362,1
tt0096543,tvSeries,1989,7.3,6368,7.561559837,2
tt0096545,tvSeries,1989,6.3,1613,2.560469183,2
tt0096548,tvSeries,1989,8.8,45873,48.12429966,3
tt0096555,tvSeries,1986,6,2407,3.327874818,2
tt0096557,tvSeries,1988,7.6,16149,17.59409777,2
tt0096560,tvSeries,1989,6.9,5055,6.162652347,2
tt0096563,tvSeries,1989,7,5149,6.273146427,2
tt0096565,tvSeries,1993,7.3,1234,2.318353192,2
tt0096569,tvSeries,1989,6.5,7513,8.614958776,2
tt0096579,tvSeries,1989,6.5,23194,24.62951339,2
tt0096582,tvSeries,1989,6.9,1459,2.490160899,2
tt0096591,tvSeries,1990,7.8,1429,2.589973995,2
tt0096610,tvSeries,1989,7.2,2552,3.64989413,2
tt0096626,tvSeries,1988,8.3,8229,9.607091467,3
