budget,country,genre,gross,rating,runtime,votes,score,Threshold
0,UK,Drama,4176932,R,105,8634,7.1,3
0,USA,Adventure,32700000,PG-13,97,66163,7.1,3
15000000,USA,Comedy,6700000,R,95,33697,7.1,3
0,USA,Animation,11268750,G,100,32984,7.1,3
50000000,USA,Biography,13560960,R,192,25426,7.1,3
0,Spain,Drama,1162000,R,103,8430,7.1,3
0,France,Adventure,1877179,R,135,5076,7.1,3
80000000,USA,Action,180981856,PG-13,110,323291,7.1,3
7000000,USA,Comedy,560069,R,91,58644,7.1,3
30000000,New Zealand,Comedy,16759216,R,110,71729,7.1,3
28000000,UK,Biography,11092559,R,133,25719,7.1,3
0,UK,Comedy,2560471,R,103,16640,7.1,3
0,USA,Drama,616663,R,110,2439,7.1,3
0,USA,Drama,44722,R,123,2003,7.1,3
50000000,USA,Animation,58406347,G,94,94409,7.1,3
40000000,USA,Crime,45856732,PG-13,135,50025,7.1,3
15000000,USA,Comedy,43022524,R,97,70832,7.1,3
0,USA,Drama,5799672,R,113,15417,7.1,3
2700000,USA,Drama,9054736,R,113,5988,7.1,3
23000000,USA,Comedy,176484651,R,119,259794,7.1,3
45000000,USA,Action,70087718,R,120,206719,7.1,3
90000000,USA,Drama,44619100,PG-13,178,180700,7.1,3
0,UK,Comedy,477903,R,95,6735,7.1,3
42000000,UK,Comedy,116089678,PG-13,124,220588,7.1,3
75000000,USA,Action,60652036,R,114,145142,7.1,3
90000000,USA,Action,81526121,R,100,117618,7.1,3
0,UK,Comedy,4764741,PG-13,112,18079,7.1,3
0,UK,Comedy,104257,R,99,20316,7.1,3
9000000,USA,Crime,3193102,R,89,25899,7.1,3
0,USA,Drama,3732398,R,127,5945,7.1,3
23000000,USA,Horror,39240659,R,109,203269,7.1,3
10000000,UK,Romance,3041803,PG,135,6606,7.1,3
1000000,South Korea,Drama,21075,UNRATED,90,10866,7.1,3
0,Denmark,Comedy,4447186,R,112,11759,7.1,3
1200000,USA,Comedy,18488314,R,100,80904,7.1,3
100000000,USA,Adventure,78616689,PG-13,146,255580,7.1,3
4000000,USA,Drama,31252964,R,111,74601,7.1,3
0,France,Action,11260096,R,142,55046,7.1,3
115000000,Germany,Action,26871,R,126,127397,7.1,3
5500000,UK,Biography,1292119,R,91,15426,7.1,3
4500000,USA,Drama,3288164,R,104,8888,7.1,3
5000000,USA,Drama,517872,R,108,9158,7.1,3
0,Austria,Drama,13031,R,121,5262,7.1,3
48000000,USA,Horror,129128133,PG-13,115,275425,7.1,3
13000000,USA,Crime,46566212,R,81,221926,7.1,3
140000000,USA,Animation,38176783,PG,95,79637,7.1,3
30000000,UK,Comedy,41385278,PG-13,101,151125,7.1,3
80000000,USA,Animation,73280117,G,83,50166,7.1,3
36000000,USA,Crime,71756802,PG-13,116,106341,7.1,3
29000000,USA,Biography,16003576,R,113,74700,7.1,3
0,USA,Action,3042188,R,97,8112,7.1,3
30000000,UK,Drama,12987647,R,101,24812,7.1,3
0,France,Comedy,3076425,R,111,25020,7.1,3
11000000,UK,Crime,774317,R,97,21282,7.1,3
20000000,USA,Adventure,67406573,PG,117,63052,7.1,3
35000000,USA,Comedy,81261177,PG-13,108,224330,7.1,3
23000000,USA,Comedy,60060328,R,91,118278,7.1,3
60000000,USA,Drama,49443628,PG-13,127,80544,7.1,3
0,USA,Comedy,1971135,R,95,50777,7.1,3
8000000,UK,Drama,1174139,R,113,6060,7.1,3
0,USA,Drama,343816,R,108,20860,7.1,3
300000,USA,Comedy,2528664,PG-13,80,18540,7.1,3
850000,USA,Comedy,819939,R,107,15271,7.1,3
0,Japan,Crime,54419,R,130,9463,7.1,3
0,India,Drama,681000,Not specified,171,16125,7.1,3
10000000,Canada,Crime,1011054,R,104,11120,7.1,3
0,Taiwan,Drama,34720,Not specified,82,3091,7.1,3
120000000,USA,Action,144801023,PG-13,115,423244,7.1,3
9000000,USA,Adventure,18225165,R,88,163200,7.1,3
11000000,USA,Biography,10214647,R,118,44032,7.1,3
18000000,USA,Drama,3765585,R,131,31158,7.1,3
0,France,Adventure,18947630,PG,109,12650,7.1,3
0,UK,Drama,6759422,PG-13,104,8937,7.1,3
26000000,USA,Comedy,109449237,R,116,334507,7.1,3
950000,USA,Crime,1007962,R,104,138885,7.1,3
25000000,USA,Biography,11008432,PG-13,107,46416,7.1,3
29000000,Germany,Drama,6303762,R,103,98068,7.1,3
0,USA,Comedy,1819454,PG-13,107,15158,7.1,3
0,Thailand,Action,11905519,R,83,31727,7.1,3
0,France,Comedy,202200,R,91,27839,7.1,3
20000000,UK,Comedy,11034436,R,103,14000,7.1,3
0,France,Drama,117581,UNRATED,81,7609,7.1,3
120000000,USA,Animation,244082982,G,117,292006,7.1,3
65000000,USA,Drama,43545364,PG,131,50115,7.1,3
8700000,USA,Animation,5501616,R,100,94464,7.1,3
90000000,USA,Drama,33602376,R,135,106291,7.1,3
40000000,USA,Biography,57789574,PG,105,55713,7.1,3
13000000,Germany,Biography,1173673,R,125,29604,7.1,3
13000000,USA,Biography,1150403,R,110,14841,7.1,3
150000000,USA,Action,319071806,PG-13,144,541000,7.1,3
300000000,USA,Action,309420425,PG-13,169,514191,7.1,3
85000000,USA,Animation,127807262,PG,107,153161,7.1,3
30000000,USA,Drama,53695808,PG-13,126,180134,7.1,3
75000000,USA,Biography,66661095,R,102,94070,7.1,3
70000000,USA,Action,47536778,R,110,106339,7.1,3
16500000,UK,Biography,18670946,PG,120,50326,7.1,3
16000000,USA,Crime,4600585,R,99,52730,7.1,3
0,Argentina,Drama,46011,UNRATED,86,11279,7.1,3
0,UK,Action,104792,R,92,97452,7.1,3
15500000,Spain,Drama,23216709,PG-13,96,212733,7.1,3
70000000,USA,Action,39394666,R,128,185521,7.1,3
75000000,USA,Drama,83077833,PG-13,121,197529,7.1,3
60000000,USA,Comedy,143153751,PG,100,125638,7.1,3
12000000,USA,Drama,3148482,R,110,31508,7.1,3
0,UK,Comedy,12294036,PG-13,92,23423,7.1,3
0,France,Comedy,1477650,NOT RATED,106,33194,7.1,3
105000000,USA,Animation,104400899,G,97,97887,7.1,3
26000000,USA,Drama,28501651,R,105,94974,7.1,3
30000000,USA,Animation,31743332,PG-13,79,117268,7.1,3
39000000,USA,Drama,63414846,PG-13,107,122959,7.1,3
0,USA,Drama,37017955,PG-13,127,118835,7.1,3
17000000,USA,Comedy,9451946,R,98,47589,7.1,3
7500000,USA,Drama,9176553,PG-13,103,19987,7.1,3
8000000,USA,Comedy,58401464,PG-13,92,301623,7.1,3
58000000,USA,Action,90380162,PG-13,111,254554,7.1,3
8000000,USA,Comedy,6350058,PG-13,101,116014,7.1,3
3500000,USA,Comedy,20811365,R,106,115520,7.1,3
25000000,France,Comedy,206088,NOT RATED,134,20148,7.1,3
7000000,USA,Comedy,382946,R,106,46153,7.1,3
0,France,Drama,24149393,R,122,160451,7.1,3
50000000,USA,Comedy,75624550,PG,124,118916,7.1,3
7400000,Denmark,Drama,3029870,R,135,140218,7.1,3
50200000,USA,Romance,62495645,PG-13,106,211918,7.1,3
110000000,USA,Action,85468508,PG-13,127,268336,7.1,3
18000000,USA,Biography,43853424,PG,112,38348,7.1,3
12500000,USA,Drama,40962534,R,101,198569,7.1,3
3500000,USA,Drama,5354039,R,107,99567,7.1,3
0,UK,Drama,2959,R,92,46538,7.1,3
0,Belgium,Biography,1357042,R,109,56126,7.1,3
45000000,USA,Adventure,88631237,PG,100,78440,7.1,3
12000000,USA,Biography,1187711,R,106,37684,7.1,3
16700000,India,Action,3680306,NOT RATED,148,43225,7.1,3
35000000,UK,Action,13414714,R,95,218179,7.1,3
32000000,USA,Drama,16377274,R,144,116047,7.1,3
85000000,USA,Animation,148313048,PG,91,180944,7.1,3
12000000,USA,Sci-Fi,64575175,PG-13,89,216523,7.1,3
6000000,USA,Drama,11494838,PG-13,102,64718,7.1,3
16000000,USA,Comedy,12412386,PG-13,100,36565,7.1,3
2500000,USA,Comedy,3325638,PG-13,89,55671,7.1,3
0,Germany,Drama,968879,NOT RATED,109,12257,7.1,3
0,USA,Drama,1561577,R,105,12008,7.1,3
225000000,USA,Action,291045518,PG-13,143,590734,7.1,3
160000000,USA,Action,238679850,PG-13,130,324918,7.1,3
2500000,USA,Comedy,6851969,R,95,119642,7.1,3
30000000,USA,Crime,32172757,R,106,157546,7.1,3
0,UK,Drama,1361423,R,85,104599,7.1,3
5000000,UK,Comedy,34321,R,97,84261,7.1,3
1066167,USA,Crime,258113,R,90,51447,7.1,3
8000000,USA,Comedy,17536788,PG-13,93,52358,7.1,3
18000000,Switzerland,Biography,4435083,R,116,31065,7.1,3
0,Sweden,Adventure,1083762,R,114,31110,7.1,3
35000000,UK,Biography,8323085,PG-13,141,23075,7.1,3
50000000,USA,Action,191719337,R,112,288814,7.1,3
8000000,USA,Drama,1410915,R,112,22416,7.1,3
15000000,USA,Adventure,37880356,R,115,98839,7.1,3
12600000,USA,Crime,10724389,R,106,119833,7.1,3
0,USA,Comedy,116400,R,95,13188,7.1,3
100000,USA,Drama,511635,R,91,27078,7.1,3
22500000,Australia,Drama,4190530,R,111,60858,7.1,3
0,Australia,Comedy,18238,NOT RATED,96,21390,7.1,3
0,Ukraine,Crime,150564,UNRATED,126,8036,7.1,3
15000000,UK,Biography,12706393,R,119,117432,7.1,3
0,Greece,Comedy,8699235,R,119,131840,7.1,3
55000000,UK,Action,43482270,PG-13,121,160640,7.1,3
0,Australia,Comedy,2021399,R,119,36647,7.1,3
5000000,USA,Drama,43771291,R,108,103554,7.1,3
35000000,USA,Comedy,75764672,PG-13,121,166416,7.1,3
34000000,USA,Drama,37432299,PG-13,123,61182,7.1,3
35000000,UK,Biography,34531832,PG-13,123,64629,7.1,3
0,UK,Drama,12229314,PG-13,119,36196,7.1,3
0,USA,Drama,140779,R,83,4086,7.1,3
99000000,USA,Animation,130178411,G,88,34889,7.1,3
36000000,China,Action,2679437,PG-13,105,31713,7.1,3
0,Belgium,Comedy,89182,NOT RATED,114,20984,7.1,3
0,UK,Drama,4250507,R,91,23800,7.1,3
75000000,USA,Animation,270329045,PG,108,81466,7.1,3
185000000,USA,Action,158848340,PG-13,122,179426,7.1,3
85000000,UK,Action,40069087,R,124,94624,7.1,3
40000000,USA,Comedy,43017433,R,114,123020,7.1,3
145000000,China,Animation,143528619,PG,95,95310,7.1,3
16000000,UK,Action,5900000,R,116,104860,7.2,3
15000000,USA,Crime,8620929,R,120,54000,7.2,3
14000000,USA,Animation,38600000,G,74,36539,7.2,3
0,USA,Drama,2015882,PG,91,4039,7.2,3
0,USA,Drama,31853080,R,119,12538,7.2,3
8500000,UK,Biography,277646,PG-13,136,5364,7.2,3
0,Australia,Comedy,544472,PG-13,90,1623,7.2,3
0,USA,Family,781727,G,100,578,7.2,3
0,Netherlands,Drama,189042,PG,100,424,7.2,3
12000000,USA,Action,3769990,PG-13,82,21420,7.2,3
20000000,USA,Comedy,51249404,R,133,22802,7.2,3
6000000,USA,Comedy,3685862,PG-13,97,8970,7.2,3
0,USA,Animation,6804312,G,100,4383,7.2,3
0,USA,Drama,895904,PG,134,1699,7.2,3
0,UK,Drama,443524,PG,96,1038,7.2,3
46630000,UK,Adventure,8083123,PG,126,43852,7.2,3
9000000,USA,Biography,2181286,R,161,9685,7.2,3
0,USA,Comedy,83759091,PG,117,37333,7.2,3
11000000,USA,Comedy,49797148,R,107,52280,7.2,3
14000000,USA,Biography,70001698,R,145,82727,7.2,3
28000000,USA,Action,147253986,R,114,137637,7.2,3
1200000,USA,Drama,24741700,R,100,40625,7.2,3
35000000,Japan,Family,1368210,G,85,5800,7.2,3
0,UK,Comedy,6353913,R,108,5718,7.2,3
0,Japan,Action,1960,NOT RATED,103,8597,7.2,3
0,Canada,Drama,161323,PG,117,260,7.2,3
9500000,USA,Comedy,14560247,R,125,67407,7.2,3
0,Canada,Comedy,11541758,R,102,22643,7.2,3
0,USA,Drama,1161135,PG,102,868,7.2,3
0,Spain,Comedy,299090,PG-13,102,1831,7.2,3
0,France,Comedy,1576702,R,100,2071,7.2,3
24000000,Japan,Action,43218387,R,122,124027,7.2,3
30000000,USA,Action,74888996,PG,113,59567,7.2,3
38000000,USA,Biography,35183792,R,140,72491,7.2,3
0,USA,Drama,7300000,G,88,4092,7.2,3
0,Spain,Comedy,1710057,R,112,10971,7.2,3
0,Italy,Comedy,574392,R,102,8466,7.2,3
4000000,USA,Drama,259012,R,100,2293,7.2,3
0,Spain,Crime,1407309,R,103,1875,7.2,3
0,Ireland,Comedy,4313173,R,100,1338,7.2,3
0,Canada,Comedy,291645,R,102,1210,7.2,3
10000000,USA,Drama,4160851,R,135,67092,7.2,3
40000000,USA,Comedy,107533928,PG,128,77047,7.2,3
5000000,France,Drama,1862805,R,139,28002,7.2,3
2000000,Mexico,Drama,21665500,R,105,14517,7.2,3
0,Australia,Comedy,11738022,PG,94,21634,7.2,3
16000000,USA,Biography,13086430,R,125,6417,7.2,3
4000000,UK,Biography,5289772,PG-13,94,10849,7.2,3
0,Australia,Drama,2827107,PG-13,127,7949,7.2,3
30000000,USA,Drama,7286388,PG-13,129,17514,7.2,3
0,USA,Crime,1543112,R,105,8085,7.2,3
0,Spain,Comedy,5971369,R,109,7915,7.2,3
5000000,USA,Drama,1526697,R,108,7365,7.2,3
3000000,Italy,Crime,141554,R,105,3563,7.2,3
0,Australia,Adventure,2806881,R,109,2779,7.2,3
30000000,USA,Drama,32200000,PG,139,39143,7.2,3
0,USA,Comedy,23202734,PG,98,48597,7.2,3
15000000,USA,Biography,39100956,R,118,14287,7.2,3
40000000,USA,Action,102314283,R,128,78551,7.2,3
0,France,Drama,322975,NOT RATED,105,3847,7.2,3
0,UK,Biography,1718328,Not specified,79,1414,7.2,3
999999,USA,Comedy,238230,R,88,3462,7.2,3
0,USA,Drama,57115,R,100,2027,7.2,3
30000000,USA,Action,121248145,R,116,279357,7.2,3
115000000,USA,Action,146282411,R,141,202934,7.2,3
8000000,USA,Fantasy,8946600,R,95,47554,7.2,3
3000000,Australia,Comedy,15185594,R,106,29720,7.2,3
0,Canada,Drama,4183379,R,103,15366,7.2,3
0,UK,Biography,15238994,PG-13,104,12850,7.2,3
0,Hong Kong,Action,173526,R,100,10951,7.2,3
0,Canada,Drama,759393,PG-13,87,961,7.2,3
60000000,UK,Action,106600000,PG-13,130,209588,7.2,3
7000000,USA,Action,25625110,R,104,147918,7.2,3
42000000,USA,Action,7919000,R,145,57697,7.2,3
6000000,USA,Comedy,2122561,R,94,103484,7.2,3
1000000,UK,Drama,512245,R,119,9448,7.2,3
8000000,USA,Drama,493007,PG,107,3093,7.2,3
0,France,Drama,136153,TV-MA,90,1272,7.2,3
14000000,USA,Horror,103046663,R,111,238628,7.2,3
0,USA,Comedy,10597759,R,112,27842,7.2,3
1300000,USA,Comedy,695229,R,95,11933,7.2,3
6000000,USA,Drama,392362,R,114,4412,7.2,3
85000000,USA,Animation,99046791,G,93,159637,7.2,3
105000000,USA,Action,54814377,R,129,235069,7.2,3
3500000,UK,Comedy,45950122,R,91,86993,7.2,3
25000000,USA,Action,13104494,R,140,6487,7.2,3
0,USA,Drama,13718385,R,102,9287,7.2,3
5000000,USA,Drama,20733485,PG-13,134,12029,7.2,3
0,USA,Comedy,1822193,R,110,8238,7.2,3
25000000,USA,Comedy,100317794,R,123,187035,7.2,3
120000000,USA,Animation,162798565,G,95,226736,7.2,3
2000000,Canada,Comedy,6719300,PG-13,89,8559,7.2,3
0,USA,Action,3121,R,83,14875,7.2,3
14000000,UK,Comedy,3956212,R,121,17129,7.2,3
25000000,USA,Biography,777423,PG-13,117,6061,7.2,3
0,Ireland,Crime,6198916,UNRATED,94,16569,7.2,3
30000000,USA,Comedy,38176108,PG-13,97,244103,7.2,3
6000000,USA,Drama,4859475,R,97,125166,7.2,3
130000000,USA,Animation,171091819,G,88,160561,7.2,3
0,Italy,Drama,1921350,R,162,18033,7.2,3
80000000,USA,Animation,60655420,G,100,29666,7.2,3
31000000,USA,Crime,24362501,R,117,73152,7.2,3
23000000,UK,Drama,10660147,R,102,18698,7.2,3
450000,USA,Comedy,2049595,R,89,7252,7.2,3
110000000,USA,Action,113330342,R,165,221478,7.2,3
75000000,USA,Drama,95011339,PG-13,106,280513,7.2,3
32000000,USA,Biography,48818921,R,129,94931,7.2,3
40000000,USA,Drama,33519628,PG-13,123,101554,7.2,3
0,Canada,Drama,33410,R,87,3631,7.2,3
20000000,USA,Drama,27441122,PG-13,124,15454,7.2,3
0,Australia,Biography,234259,UNRATED,94,32850,7.2,3
0,Australia,Comedy,2252970,PG-13,101,13427,7.2,3
0,France,Drama,95242,NOT RATED,118,9286,7.2,3
1800000,USA,Drama,3050934,PG-13,109,2939,7.2,3
10000000,USA,Crime,447750,R,114,19600,7.2,3
0,France,Drama,1450106,UNRATED,92,7119,7.2,3
0,Spain,Drama,1490177,R,128,31120,7.2,3
1500000,USA,Drama,406035,R,98,32324,7.2,3
700000,USA,Crime,1141829,R,97,8842,7.2,3
45000000,USA,Comedy,170687518,PG-13,113,184943,7.2,3
75000000,USA,Action,78122718,R,138,111599,7.2,3
46000000,USA,Drama,67355513,R,118,235773,7.2,3
78000000,Germany,Crime,93149898,R,124,215791,7.2,3
80000000,USA,Animation,145794338,PG,85,131270,7.2,3
30000000,USA,Comedy,65016287,R,125,112029,7.2,3
10000000,UK,Drama,1587173,PG,132,9963,7.2,3
16000000,USA,Drama,16346122,PG-13,109,26787,7.2,3
18000000,USA,Crime,764554,R,103,27543,7.2,3
1000000,USA,Comedy,2003420,R,92,40698,7.2,3
7500000,USA,Crime,10460089,R,105,35355,7.2,3
0,France,Romance,1009827,PG-13,92,16938,7.2,3
250000,USA,Crime,3802390,R,101,8218,7.2,3
0,UK,Drama,2531462,NC-17,115,89658,7.2,3
150000000,USA,Action,281492479,R,138,446954,7.2,3
24000000,USA,Comedy,75585093,R,88,193885,7.2,3
79000000,UK,Adventure,95636509,R,154,124413,7.2,3
3000000,USA,Crime,1227000,R,81,75039,7.2,3
6000000,USA,Drama,2220008,PG-13,94,30173,7.2,3
0,Thailand,Action,4560061,R,105,63887,7.2,3
15000000,Canada,Action,19067,R,116,7443,7.2,3
175000000,USA,Drama,133378256,R,163,414038,7.2,3
30000000,USA,Drama,370782930,R,127,189031,7.2,3
150000000,USA,Animation,436471036,PG,93,342666,7.2,3
26000000,USA,Comedy,85288303,PG-13,94,286238,7.2,3
30000000,USA,Action,32774834,R,98,142880,7.2,3
0,France,Action,1197786,R,84,58967,7.2,3
0,USA,Drama,40601,R,87,28874,7.2,3
0,USA,Drama,159171,R,119,23027,7.2,3
0,UK,Drama,776691,R,106,9141,7.2,3
130000000,USA,Action,47398413,R,144,232742,7.2,3
0,UK,Adventure,26024456,R,99,167959,7.2,3
207000000,New Zealand,Action,218080025,PG-13,187,340976,7.2,3
10000000,USA,Comedy,13744960,R,106,86481,7.2,3
700000,USA,Drama,2694973,R,106,75238,7.2,3
24000000,USA,Drama,70270943,PG,102,174575,7.2,3
0,UK,Comedy,24942,R,102,76132,7.2,3
0,USA,Biography,42643187,PG,118,37118,7.2,3
61000000,USA,Action,47003582,R,124,273032,7.2,3
18000000,USA,Horror,25593755,R,126,239527,7.2,3
150000000,USA,Drama,256386216,PG-13,101,579646,7.2,3
0,USA,Crime,39015018,R,113,152773,7.2,3
110000000,USA,Action,134529403,PG-13,128,352297,7.2,3
17000000,USA,Adventure,82272442,PG,96,119947,7.2,3
17500000,USA,Adventure,11902715,R,91,149906,7.2,3
2600000,Spain,Horror,38108,R,92,46642,7.2,3
0,USA,Crime,6777741,R,121,62833,7.2,3
0,USA,Comedy,6610326,R,114,33132,7.2,3
16000000,USA,Drama,3287315,R,118,25351,7.2,3
30000000,USA,Comedy,63172463,R,111,230079,7.2,3
0,UK,Comedy,31973840,PG-13,112,135220,7.2,3
32000000,USA,Action,28644813,R,137,123415,7.2,3
11500000,USA,Crime,3045,R,108,32290,7.2,3
35000000,France,Biography,1731665,NOT RATED,134,40064,7.2,3
0,Sweden,Crime,9081782,R,129,78771,7.2,3
70000000,Spain,Adventure,617840,R,127,56850,7.2,3
15000000,USA,Comedy,5306447,PG-13,93,62933,7.2,3
7300000,UK,Action,1818681,R,103,77350,7.2,3
5000000,South Korea,Drama,296441,R,133,33954,7.2,3
0,UK,Biography,1445366,R,98,30580,7.2,3
21000000,USA,Adventure,8855646,PG-13,100,52792,7.2,3
18000000,Spain,Drama,5014305,R,127,33400,7.2,3
0,USA,Drama,2277396,PG-13,99,30860,7.2,3
6500000,USA,Drama,66637,R,113,30893,7.2,3
16000000,USA,Drama,19068240,PG-13,113,121432,7.2,3
15000000,UK,Drama,2434652,R,103,118784,7.2,3
2000000,USA,Drama,6531503,R,100,118433,7.2,3
20000000,UK,Drama,12134420,R,116,99166,7.2,3
0,Canada,Action,1120914,R,112,27033,7.2,3
45000000,France,Drama,15541549,PG-13,128,140059,7.2,3
3200000,USA,Comedy,5790894,R,105,78833,7.2,3
35000000,USA,Biography,59713955,PG,123,22288,7.2,3
0,Canada,Drama,62985,NOT RATED,101,21449,7.2,3
12500000,USA,Biography,6783129,R,107,37145,7.2,3
7200000,UK,Biography,1094798,R,113,11904,7.2,3
6500000,UK,Drama,4000304,NC-17,101,158515,7.2,3
135000000,USA,Animation,123477607,PG,107,198267,7.2,3
66000000,USA,Drama,79884879,PG-13,146,125204,7.2,3
25000000,France,Comedy,2547047,R,80,103437,7.2,3
30000000,USA,Animation,26692846,G,100,16941,7.2,3
0,USA,Comedy,122029,R,105,63198,7.2,3
0,Belgium,Drama,27578,NOT RATED,94,6494,7.2,3
78000000,USA,Adventure,408010692,PG-13,142,748581,7.2,3
17000000,USA,Comedy,65001093,PG-13,112,231932,7.2,3
42000000,USA,Action,138447667,R,110,441919,7.2,3
185000000,USA,Animation,237283207,PG,93,302017,7.2,3
15000000,UK,Comedy,15024049,R,110,200857,7.2,3
8000000,USA,Comedy,2540106,R,100,84963,7.2,3
16600000,UK,Adventure,1517410,PG-13,118,38013,7.2,3
1000000,USA,Biography,6002451,R,95,38014,7.2,3
20000000,USA,Biography,6002756,PG,100,27057,7.2,3
0,USA,Comedy,4327763,PG-13,109,14679,7.2,3
0,Norway,Action,547,R,104,16609,7.2,3
0,Denmark,Drama,413276,R,103,13530,7.2,3
200000000,China,Action,409013994,PG-13,130,605330,7.2,3
135000000,USA,Animation,187168425,PG,98,163313,7.2,3
50000,USA,Mystery,68877,NOT RATED,89,71677,7.2,3
30000000,USA,Biography,116632095,PG-13,132,94884,7.2,3
25000000,USA,Drama,37738503,R,121,73438,7.2,3
0,USA,Adventure,1290312,R,95,67276,7.2,3
0,Australia,Adventure,508806,PG-13,112,22475,7.2,3
0,France,Drama,342183,NOT RATED,96,13764,7.2,3
55000000,USA,Action,101530738,R,132,254915,7.2,3
0,Germany,Comedy,14893,R,102,85099,7.2,3
65000000,USA,Biography,115637895,PG-13,137,117590,7.2,3
0,UK,Drama,139511,PG-13,111,22615,7.2,3
55000000,UK,Animation,76223578,PG,95,56480,7.2,3
0,UK,Action,1268760,R,99,40959,7.2,3
0,Norway,Comedy,49284,R,116,15045,7.2,3
0,UK,Adventure,10230,R,114,16903,7.2,3
11800000,UK,Drama,12711491,R,118,81966,7.2,3
190000000,USA,Action,353007020,PG-13,137,309837,7.2,3
25000000,USA,Drama,42478175,PG-13,112,118727,7.2,3
30000000,UK,Biography,17750583,R,122,121579,7.2,3
0,UK,Biography,3866794,PG-13,108,33630,7.2,3
8000000,USA,Animation,3442820,R,90,47499,7.2,3
0,Germany,Drama,143656,NOT RATED,95,1314,7.2,3
9900000,USA,Crime,89210468,R,88,139449,7.2,3
46000000,USA,Adventure,7079191,R,161,61798,7.2,3
25000000,USA,Biography,12785093,PG-13,100,62193,7.2,3
15000000,USA,Drama,71897215,PG-13,104,208655,7.2,3
110000000,Hong Kong,Action,61284947,PG-13,107,104498,7.2,3
24000000,USA,Drama,57642961,PG-13,139,62351,7.2,3
20000000,UK,Drama,12545979,PG-13,133,32595,7.2,3
0,Czech Republic,Biography,2959288,R,120,28589,7.2,3
25000000,USA,Action,11100000,PG-13,99,101678,7.3,3
25000000,USA,Adventure,109713132,PG,119,66366,7.3,3
6000000,USA,Thriller,5844868,R,97,36191,7.3,3
6000000,USA,Animation,5849647,PG,84,33609,7.3,3
0,France,Crime,21483,UNRATED,116,4922,7.3,3
0,Netherlands,Drama,203781,PG,155,2694,7.3,3
0,Canada,Comedy,1902706,R,101,6622,7.3,3
0,Italy,Comedy,837623,PG-13,125,3859,7.3,3
0,USA,Comedy,32222567,R,97,100376,7.3,3
17000000,UK,Horror,17185632,R,113,67453,7.3,3
13000000,USA,Biography,123922370,R,121,106924,7.3,3
3000000,USA,Comedy,3221568,R,100,15647,7.3,3
0,USA,Crime,2585639,R,102,17508,7.3,3
0,USA,Comedy,1083282,PG,116,1596,7.3,3
35000000,USA,Action,57269863,PG,126,86056,7.3,3
3000000,USA,Comedy,1108462,R,103,67238,7.3,3
4000000,USA,Action,13008928,R,94,83379,7.3,3
18000000,USA,Comedy,114968774,PG,104,164257,7.3,3
0,USA,Comedy,42039085,PG,110,54129,7.3,3
0,USA,Drama,13994920,PG,103,13270,7.3,3
13000000,Canada,Drama,9134733,R,116,32130,7.3,3
6000000,USA,Drama,5680515,PG,119,15946,7.3,3
0,UK,Comedy,424773,R,118,6671,7.3,3
4000000,USA,Drama,3468572,R,110,10745,7.3,3
0,France,Biography,201055,R,158,5243,7.3,3
0,USA,Biography,1316495,PG-13,102,1789,7.3,3
0,UK,Drama,283747,R,100,1374,7.3,3
0,UK,Action,1911542,R,134,17766,7.3,3
0,USA,Biography,15445131,R,111,12127,7.3,3
0,UK,Comedy,1554742,PG,106,6378,7.3,3
0,USA,Drama,15740796,PG,128,5052,7.3,3
0,USA,Adventure,4011793,R,136,2938,7.3,3
0,USA,Drama,4803039,PG,97,2789,7.3,3
0,France,Comedy,604624,PG-13,100,2759,7.3,3
35000000,USA,Crime,79100000,R,128,138370,7.3,3
0,USA,Comedy,16371128,PG,112,14509,7.3,3
0,Australia,Drama,2415396,R,99,5046,7.3,3
0,Hong Kong,Action,10440032,PG-13,106,15147,7.3,3
0,Japan,Drama,516431,PG,98,5202,7.3,3
0,France,Biography,138720,R,158,2069,7.3,3
0,USA,Comedy,2120564,R,101,2157,7.3,3
0,USA,Drama,43440294,PG,123,44727,7.3,3
0,UK,Crime,62549000,R,112,44049,7.3,3
400000,Taiwan,Comedy,152322,NOT RATED,105,2826,7.3,3
0,USA,Drama,31181347,G,101,30896,7.3,3
0,USA,Biography,4104962,R,115,38466,7.3,3
10500000,Germany,Drama,810455,PG-13,144,6278,7.3,3
0,Italy,Biography,472598,UNRATED,100,5831,7.3,3
16000000,USA,Comedy,127175354,PG-13,107,306934,7.3,3
34000000,USA,Crime,50282766,R,118,185627,7.3,3
15000000,USA,Drama,50083616,PG,115,39288,7.3,3
30000000,UK,Comedy,2869369,PG,111,68649,7.3,3
2500000,UK,Crime,2881508,R,89,49100,7.3,3
12000000,UK,Drama,2104000,R,103,18786,7.3,3
4000000,Italy,Comedy,253969,R,105,17110,7.3,3
0,UK,Drama,464423,R,97,2624,7.3,3
0,Canada,Comedy,304852,R,84,957,7.3,3
3500000,USA,Comedy,27467564,R,91,82224,7.3,3
0,USA,Biography,2424439,R,102,86655,7.3,3
53000000,USA,Action,91400000,R,116,86579,7.3,3
23000000,USA,Drama,82569971,PG,143,31602,7.3,3
0,USA,Drama,17382000,R,122,23058,7.3,3
5500000,USA,Drama,11079373,R,128,3222,7.3,3
0,UK,Comedy,346839,R,99,2095,7.3,3
19000000,USA,Action,25753840,R,108,236890,7.3,3
50000000,USA,Comedy,153952592,R,139,204244,7.3,3
