budget,country,genre,gross,rating,runtime,votes,score,Threshold
500000,USA,Comedy,2783970,PG,79,13059,1.5,0
0,Peru,Action,410880,R,100,661,1.6,0
20000000,USA,Comedy,14190901,PG-13,87,78142,1.9,0
9000000,USA,Comedy,27696,PG-13,91,34253,1.9,0
7000000,Germany,Action,10249719,R,90,33277,2,0
20000000,Germany,Comedy,9109322,PG,88,26818,2,0
12000000,USA,Comedy,4922166,PG,81,23990,2.1,0
24000000,USA,Action,4916871,PG,85,7387,2.2,0
22000000,USA,Drama,4273372,PG-13,104,20019,2.2,0
84000000,USA,Comedy,17018422,PG,94,44519,2.2,0
242000,USA,Fantasy,233150,R,94,3359,2.3,0
0,USA,Comedy,306715,PG-13,100,5356,2.3,0
20000000,Canada,Action,5178569,R,99,38854,2.3,0
20000000,USA,Adventure,39739367,PG-13,86,93481,2.3,0
10700000,USA,Comedy,1238080,PG-13,89,4018,2.4,0
15000000,USA,Action,2409225,PG-13,93,8315,2.4,0
0,USA,Comedy,220198,PG,97,8063,2.4,0
73000000,USA,Action,21471685,PG-13,118,68160,2.4,0
54000000,USA,Comedy,6068735,R,121,42890,2.4,0
10000000,Germany,Action,292152,PG-13,85,6187,2.5,0
0,USA,Comedy,60822,PG-13,77,8844,2.6,0
24000000,USA,Comedy,6288000,PG,94,7497,2.6,0
12000000,USA,Comedy,27141959,PG,97,21192,2.6,0
30000000,USA,Action,9353573,PG,85,60877,2.6,0
1000000,USA,Adventure,1576615,PG,100,6348,2.7,0
0,USA,Comedy,71145,R,82,3363,2.7,0
20000000,USA,Comedy,48548426,PG-13,83,52303,2.7,0
30000000,USA,Comedy,38233676,PG-13,86,92856,2.7,0
0,USA,Comedy,129778,PG-13,89,605,2.8,0
6000000,USA,Comedy,1193062,PG,91,7942,2.8,0
20000000,USA,Comedy,18876581,PG,93,20357,2.8,0
16000000,USA,Action,1710972,PG-13,97,9291,2.8,0
0,USA,Action,375805,PG,93,9353,2.8,0
0,USA,Comedy,78068,R,88,895,2.9,0
23000000,USA,Adventure,20763013,PG-13,89,33419,2.9,0
15000000,Canada,Adventure,11144518,G,76,2827,2.9,0
25000000,Germany,Action,2405420,R,95,31478,2.9,0
20000000,USA,Comedy,10005534,PG,100,15573,2.9,0
70000000,USA,Action,18990798,R,98,23008,3,0
17000000,UK,Adventure,2315683,PG-13,97,4339,3.1,0
16000000,USA,Action,13998282,PG-13,110,28203,3.1,0
3000000,USA,Comedy,7888703,PG,95,8905,3.2,0
0,USA,Drama,4263112,PG,104,860,3.2,0
600000,USA,Comedy,141626,R,95,16202,3.2,0
0,USA,Action,3794000,R,98,21707,3.2,0
3500000,USA,Comedy,9247881,R,90,4578,3.2,0
0,Canada,Comedy,2147228,R,96,2003,3.3,0
6200000,USA,Comedy,126247,PG,83,26638,3.3,0
16000000,USA,Adventure,40363530,PG,80,19029,3.3,0
42000000,UK,Crime,13208023,R,101,17833,3.3,0
100000000,USA,Action,40202379,PG-13,104,93348,3.3,0
13000000,USA,Adventure,6424112,PG,95,8043,3.4,0
0,USA,Action,902152,R,89,4048,3.4,0
0,USA,Drama,1823154,PG-13,97,1340,3.4,0
25000000,UK,Comedy,29342592,PG,93,29357,3.4,0
12000000,USA,Comedy,37191304,PG-13,93,35300,3.4,0
19000000,USA,Comedy,26276465,PG-13,85,32064,3.4,0
79000000,USA,Comedy,74158157,PG,91,65046,3.4,0
0,USA,Action,63860,R,100,256,3.5,0
100000,USA,Horror,154323,R,88,4329,3.5,0
75000,USA,Horror,13133,R,72,1447,3.5,0
0,UK,Action,2517600,R,98,2424,3.5,0
1000000,USA,Horror,1753979,R,83,3208,3.5,0
8000000,USA,Action,8109349,PG,99,7129,3.5,0
10000000,USA,Comedy,45779,R,86,3055,3.5,0
7500000,USA,Action,12614346,PG-13,100,4762,3.5,0
8000000,USA,Drama,40066497,PG-13,95,24154,3.5,0
50000000,USA,Action,39177684,PG,93,22677,3.5,0
0,USA,Comedy,58116,R,91,6228,3.5,0
20000000,USA,Adventure,36661504,PG-13,82,41062,3.5,0
20000000,USA,Comedy,32015787,PG-13,88,54324,3.5,0
17000000,UK,Action,15681020,PG,90,35866,3.6,0
0,Canada,Action,10497324,PG,100,4195,3.6,0
10000000,USA,Action,4247162,PG,84,7914,3.6,0
83000000,USA,Comedy,35268275,PG,90,16842,3.6,0
45000000,USA,Action,15220685,PG-13,107,28683,3.6,0
10000000,UK,Comedy,7876,R,89,13734,3.6,0
70000000,USA,Action,14294842,R,91,17279,3.6,0
6000000,USA,Drama,1800,R,99,40355,3.6,0
18000000,USA,Horror,29511112,PG-13,100,30834,3.6,0
12000000,USA,Mystery,7498716,R,100,23832,3.6,0
35000000,South Korea,Action,10977721,PG-13,107,22050,3.6,0
27000000,USA,Action,38538188,PG,100,17340,3.6,0
0,Italy,Horror,8139,NOT RATED,110,3321,3.6,0
0,USA,Comedy,1392616,R,90,372,3.7,0
20000000,USA,Comedy,11798302,PG,98,12956,3.7,0
0,USA,Drama,573904,R,111,1253,3.7,0
10000000,USA,Crime,18369,R,98,2376,3.7,0
7850000,USA,Action,2341309,PG-13,96,9200,3.7,0
125000000,USA,Action,107325195,PG-13,125,202339,3.7,0
30000000,USA,Action,35927406,PG-13,95,38860,3.7,0
60000000,USA,Action,23322832,PG-13,89,36811,3.7,0
5250000,USA,Horror,10155690,PG-13,91,8632,3.7,0
19000000,UK,Adventure,15911333,G,85,3106,3.7,0
40000000,USA,Horror,23643531,PG-13,102,56253,3.7,0
20000000,USA,Adventure,94514402,PG,91,18775,3.7,0
18000000,Canada,Action,8742261,PG-13,96,20580,3.7,0
10000000,USA,Action,4711220,PG-13,105,4401,3.8,0
0,USA,Action,358047,R,99,3660,3.8,0
6000000,USA,Action,869325,PG-13,107,2462,3.8,0
25000000,Italy,Comedy,2457574,PG,93,4105,3.8,0
35000000,Japan,Action,33423521,PG-13,102,56055,3.8,0
0,USA,Comedy,12350030,PG-13,96,4465,3.8,0
160000000,USA,Action,48608066,PG-13,121,64186,3.8,0
4500000,Canada,Comedy,1246237,PG,93,1908,3.8,0
100000000,USA,Comedy,4420080,PG-13,95,21240,3.8,0
109000000,USA,Adventure,101149285,PG,82,39497,3.8,0
60000000,Germany,Action,4535117,PG-13,127,39999,3.8,0
62000000,UK,Comedy,32235793,PG-13,87,45014,3.8,0
35000000,USA,Comedy,17596256,PG,100,13245,3.8,0
5000000,USA,Comedy,376512,R,83,34111,3.8,0
0,USA,Comedy,192561,PG-13,90,233,3.9,0
0,USA,Horror,1547867,R,82,543,3.9,0
14000000,USA,Comedy,31888805,PG,97,7406,3.9,0
0,USA,Comedy,3992809,G,100,1701,3.9,0
0,USA,Comedy,1263945,R,89,729,3.9,0
19000000,Mexico,Action,4932915,PG-13,94,3629,3.9,0
30000000,USA,Adventure,21382456,PG,87,12708,3.9,0
20000000,USA,Action,2147114,PG,100,1892,3.9,0
24000000,USA,Comedy,4308981,PG,93,2385,3.9,0
13000000,USA,Comedy,8026971,R,84,1586,3.9,0
70000000,USA,Comedy,9694105,PG,77,8641,3.9,0
17000000,USA,Drama,3100650,PG-13,84,7504,3.9,0
20000000,USA,Horror,43869350,PG-13,88,29352,3.9,0
5000000,USA,Drama,13350177,PG-13,82,8232,3.9,0
0,USA,Horror,122890,NOT RATED,91,29249,3.9,0
250000,USA,Drama,49494,R,99,9126,3.9,0
15000000,USA,Drama,2411580,R,85,6287,3.9,0
0,USA,Drama,4845724,PG-13,102,1284,4,1
0,USA,Horror,1149470,R,89,796,4,1
0,USA,Comedy,2700000,PG-13,108,904,4,1
0,USA,Action,205507,PG-13,91,252,4,1
0,USA,Drama,1159578,R,100,780,4,1
42000000,UK,Adventure,20915465,PG,104,40601,4,1
22000000,USA,Action,10696210,PG-13,104,37985,4,1
0,South Africa,Horror,1781383,R,106,7031,4,1
15000000,USA,Adventure,26437094,R,90,31565,4,1
35000000,USA,Comedy,16988996,G,88,4149,4,1
40000000,USA,Action,21215059,PG-13,84,24682,4,1
7500000,USA,Action,143615,R,105,5119,4,1
60000000,USA,Comedy,95673607,PG-13,100,56668,4,1
28000000,Canada,Comedy,49631958,PG,92,16749,4,1
26000000,USA,Action,6877133,PG-13,100,8133,4,1
27000000,Japan,Horror,26876529,PG-13,87,27947,4,1
25000000,USA,Horror,18872522,PG-13,90,21890,4,1
0,USA,Comedy,2669366,PG-13,102,515,4.1,1
2500000,USA,Comedy,43749,PG-13,90,1370,4.1,1
30000000,UK,Action,15556340,R,91,38557,4.1,1
13000000,USA,Comedy,3752426,PG,95,4885,4.1,1
45000000,USA,Action,28411210,PG-13,87,33574,4.1,1
0,UK,Romance,2387928,R,90,745,4.1,1
25000000,USA,Comedy,6841570,R,113,5798,4.1,1
0,USA,Comedy,19281235,R,100,2684,4.1,1
50000000,USA,Action,11534477,R,91,10655,4.1,1
0,USA,Comedy,407618,PG-13,85,4527,4.1,1
0,USA,Comedy,17014653,PG-13,88,6575,4.1,1
6000000,USA,Action,5093707,PG-13,86,2629,4.1,1
25000000,UK,Comedy,2415593,PG,94,5840,4.1,1
0,USA,Comedy,7240837,PG-13,91,3000,4.1,1
90000000,USA,Action,97403112,PG,78,38883,4.1,1
45000000,USA,Action,10431220,R,83,25272,4.1,1
25000000,USA,Animation,11956538,G,87,3209,4.1,1
14000000,USA,Horror,21468807,R,97,13751,4.1,1
16000000,USA,Crime,7307756,R,96,5852,4.1,1
10000000,USA,Comedy,4356743,PG,85,3767,4.1,1
15000000,USA,Comedy,30354442,R,94,29063,4.1,1
20000000,USA,Drama,46752382,PG-13,89,27378,4.1,1
16000000,USA,Action,3101301,PG-13,80,4076,4.1,1
0,USA,Comedy,41939392,PG-13,100,5913,4.1,1
17000000,USA,Horror,4930798,PG-13,83,17172,4.1,1
40000000,USA,Drama,166167230,R,125,250086,4.1,1
5000000,USA,Adventure,2184640,PG,118,5640,4.1,1
0,USA,Action,193153,R,86,163,4.2,1
55000000,USA,Action,14375181,PG-13,107,9094,4.2,1
0,USA,Comedy,1189709,R,95,2337,4.2,1
0,USA,Comedy,21905,R,93,716,4.2,1
13000000,USA,Comedy,259019,PG,102,734,4.2,1
12000000,USA,Comedy,11567217,PG,84,23683,4.2,1
0,USA,Adventure,535031,R,107,783,4.2,1
900000,USA,Horror,6980986,R,92,6311,4.2,1
0,USA,Comedy,10340263,PG-13,96,23744,4.2,1
30000000,USA,Action,11576087,PG-13,100,15148,4.2,1
50000000,USA,Action,13260050,R,92,7995,4.2,1
0,USA,Comedy,3676,R,88,146,4.2,1
76000000,USA,Animation,26000610,PG,92,17406,4.2,1
0,Italy,Comedy,3684305,G,108,6772,4.2,1
38000000,USA,Action,111761982,PG,84,44074,4.2,1
57000000,UK,Action,6768055,PG,95,11740,4.2,1
80000000,Czech Republic,Action,1891821,PG-13,102,17129,4.2,1
70000000,UK,Drama,5971336,R,114,32861,4.2,1
20000000,USA,Comedy,13349251,PG-13,107,10302,4.2,1
13000000,USA,Comedy,51733921,PG-13,100,8640,4.2,1
150000000,USA,Action,131564731,PG,103,127467,4.2,1
50000000,USA,Comedy,33644788,PG,100,12104,4.2,1
750000,USA,Horror,53261944,R,83,31857,4.2,1
70000000,USA,Action,18848538,PG-13,100,47597,4.2,1
1100000,USA,Comedy,5450815,PG-13,82,7569,4.3,1
3401376,USA,Action,3388020,R,97,1509,4.3,1
0,USA,Action,295000,R,96,1347,4.3,1
0,USA,Comedy,717376,R,100,1487,4.3,1
0,USA,Comedy,14681192,PG,113,5270,4.3,1
8000000,USA,Action,16093651,PG-13,93,4966,4.3,1
0,Canada,Comedy,3077361,PG,94,2615,4.3,1
0,USA,Comedy,472340,PG-13,92,486,4.3,1
0,USA,Comedy,24707633,PG,83,6587,4.3,1
0,USA,Drama,4562778,PG-13,95,1462,4.3,1
0,USA,Action,6948859,PG,90,8055,4.3,1
3000000,USA,Fantasy,15935068,R,87,21333,4.3,1
8000000,USA,Comedy,1710000,R,95,6381,4.3,1
12000000,USA,Action,8914777,PG,107,20024,4.3,1
26000000,Canada,Action,13829734,PG-13,99,17307,4.3,1
40000000,USA,Comedy,33109743,R,115,36876,4.3,1
32000000,USA,Comedy,30882515,PG,102,83369,4.3,1
0,USA,Action,19165560,R,93,23941,4.3,1
84000000,USA,Comedy,123309890,PG-13,106,41835,4.3,1
26000000,USA,Comedy,48116322,PG,93,9859,4.3,1
35000000,USA,Action,11631245,PG,100,16115,4.3,1
64000000,USA,Comedy,58645052,PG-13,100,42365,4.3,1
0,USA,Adventure,45588608,G,83,13864,4.3,1
0,USA,Comedy,37931869,PG-13,100,8271,4.3,1
30000000,USA,Comedy,79566871,G,102,34118,4.3,1
0,USA,Comedy,90485233,PG-13,103,10052,4.3,1
85000000,USA,Action,43585753,PG,100,11161,4.3,1
57000000,USA,Action,51774002,PG-13,96,94617,4.3,1
11000000,USA,Comedy,46500,PG-13,97,47937,4.3,1
6000000,USA,Comedy,8828771,R,94,85609,4.3,1
120000000,USA,Action,56117548,PG-13,100,125934,4.3,1
0,USA,Action,3751699,PG,99,7491,4.4,1
10000000,USA,Action,6947787,R,83,792,4.4,1
0,USA,Action,351623,R,100,237,4.4,1
0,USA,Action,41174,R,89,692,4.4,1
0,USA,Comedy,4239831,PG,90,27482,4.4,1
0,USA,Comedy,6436211,PG,100,2666,4.4,1
0,USA,Action,363561,R,102,3562,4.4,1
0,USA,Biography,1089000,R,112,685,4.4,1
0,USA,Comedy,3169719,R,100,1123,4.4,1
0,USA,Comedy,5368865,PG,83,983,4.4,1
350000,USA,Comedy,1242995,R,87,1781,4.4,1
0,USA,Drama,2415312,R,84,332,4.4,1
0,USA,Horror,2218579,R,95,959,4.4,1
0,Canada,Crime,10468,R,87,27,4.4,1
40000000,UK,Adventure,8251071,PG-13,120,2418,4.4,1
30000000,Germany,Drama,13275426,R,99,11992,4.4,1
12000000,USA,Horror,5086909,R,95,2839,4.4,1
50000000,USA,Action,38590500,R,101,19210,4.4,1
40000000,USA,Adventure,7138449,PG,87,11852,4.4,1
20000000,USA,Family,11784000,PG,93,7189,4.4,1
2000000,USA,Comedy,2260622,R,85,6778,4.4,1
8000000,UK,Comedy,2763020,PG-13,100,2379,4.4,1
3000000,USA,Comedy,294991,R,87,1935,4.4,1
40000000,USA,Horror,27663982,PG-13,96,27551,4.4,1
15000000,USA,Comedy,26757000,PG-13,88,22728,4.4,1
31190000,USA,Action,4529843,PG,108,5716,4.4,1
0,USA,Comedy,3742,R,96,1364,4.4,1
11000000,USA,Action,13121555,R,91,41959,4.4,1
90000000,USA,Comedy,6719973,R,104,4284,4.4,1
0,USA,Drama,2099719,R,88,1705,4.4,1
60000000,USA,Action,66934963,PG,89,25060,4.4,1
25000000,USA,Action,36611066,PG-13,97,35086,4.4,1
16000000,USA,Comedy,13922211,R,86,19204,4.4,1
12000000,USA,Comedy,31179516,PG-13,97,6299,4.4,1
60000000,USA,Action,26873932,PG-13,101,58727,4.4,1
30000000,USA,Action,18500966,PG-13,88,73282,4.4,1
0,Netherlands,Horror,181467,R,92,62034,4.4,1
100000000,USA,Comedy,95347692,R,146,63699,4.4,1
10000000,USA,Action,21371425,PG-13,97,78787,4.4,1
75000000,USA,Animation,133110742,G,87,24939,4.4,1
13000000,USA,Drama,303877,R,100,32055,4.4,1
32000000,USA,Action,37915414,PG-13,107,21446,4.4,1
30000000,USA,Action,71038190,PG,94,27268,4.4,1
4000000,USA,Horror,10732841,PG-13,92,9450,4.4,1
0,USA,Drama,2444076,R,101,680,4.5,1
0,USA,Action,4601256,PG,96,1422,4.5,1
0,USA,Action,6029824,PG,90,1164,4.5,1
0,USA,Action,285885,R,91,592,4.5,1
22000000,USA,Comedy,17550399,R,91,5006,4.5,1
210000,USA,Comedy,107352,R,81,1724,4.5,1
0,USA,Drama,11060485,R,105,9667,4.5,1
4000000,USA,Sci-Fi,192816,PG-13,84,3054,4.5,1
0,USA,Horror,166635,R,93,383,4.5,1
0,USA,Comedy,47489074,PG-13,81,38981,4.5,1
0,USA,Action,1250712,R,100,4588,4.5,1
0,USA,Comedy,402539,PG,92,393,4.5,1
5000000,USA,Action,2970,PG-13,97,1526,4.5,1
20000000,USA,Comedy,19751736,R,100,18359,4.5,1
0,USA,Drama,62949,R,99,1596,4.5,1
0,USA,Crime,1176982,R,102,1959,4.5,1
13000000,USA,Action,17883659,R,84,16707,4.5,1
0,USA,Action,5079851,R,95,1686,4.5,1
18000000,USA,Comedy,3551208,PG-13,100,6102,4.5,1
0,USA,Comedy,10215386,G,90,4556,4.5,1
0,USA,Comedy,5476059,R,90,606,4.5,1
10000000,UK,Drama,902144,R,106,3075,4.5,1
0,USA,Drama,94633,R,100,1330,4.5,1
0,France,Crime,5793,UNRATED,77,15237,4.5,1
14000000,USA,Comedy,14249005,R,87,41235,4.5,1
94000000,USA,Action,32616869,PG-13,116,35770,4.5,1
15600000,USA,Comedy,13571817,PG-13,91,5482,4.5,1
26000000,USA,Action,23222861,PG,100,12029,4.5,1
0,USA,Action,18005198,R,100,20748,4.5,1
35000000,USA,Action,25871834,PG-13,75,55389,4.5,1
75000000,USA,Animation,219614612,PG,88,34731,4.5,1
0,USA,Action,17365,R,109,12478,4.5,1
5000000,Japan,Horror,50856010,PG-13,89,39099,4.5,1
35000000,USA,Action,16295774,PG,110,36020,4.6,1
0,USA,Comedy,2750741,R,93,973,4.6,1
18000000,UK,Action,2295500,PG,100,183,4.6,1
0,USA,Comedy,1749956,PG,102,1042,4.6,1
19000000,USA,Action,2228951,PG-13,101,770,4.6,1
0,USA,Comedy,460608,PG,86,1174,4.6,1
0,USA,Comedy,3922273,PG-13,90,945,4.6,1
10500000,USA,Horror,14114488,PG-13,98,14165,4.6,1
5000000,USA,Adventure,14343976,R,100,25441,4.6,1
16000000,USA,Adventure,67878,PG,93,856,4.6,1
0,USA,Action,2043889,R,98,341,4.6,1
0,Canada,Comedy,491193,Not specified,100,266,4.6,1
15000000,USA,Comedy,25104700,PG-13,93,17894,4.6,1
30000000,USA,Comedy,4096030,PG-13,100,2557,4.6,1
0,USA,Drama,1796389,R,107,10085,4.6,1
7000000,USA,Adventure,12741891,PG,97,11036,4.6,1
60000000,USA,Comedy,36763355,PG-13,109,56919,4.6,1
30000000,USA,Comedy,18438164,PG,109,6383,4.6,1
200000,USA,Horror,986314,R,92,1715,4.6,1
0,USA,Comedy,7557877,R,100,2209,4.6,1
35000000,USA,Action,6448817,PG,100,2372,4.6,1
0,USA,Adventure,3519178,PG,86,7706,4.6,1
0,USA,Action,18301610,PG,89,3491,4.6,1
60000000,USA,Horror,21456130,R,105,39983,4.6,1
24000000,USA,Horror,40002112,R,100,58906,4.6,1
19000000,USA,Thriller,8041665,R,89,3270,4.6,1
21000000,USA,Horror,17762705,R,104,13693,4.6,1
12000000,USA,Comedy,175370,R,110,7081,4.6,1
23000000,USA,Comedy,13113041,R,122,16174,4.6,1
25000000,USA,Action,12801190,R,87,17216,4.6,1
12500000,USA,Drama,5217498,PG-13,105,3803,4.6,1
11000000,USA,Comedy,23978402,PG-13,86,11303,4.6,1
13000000,USA,Action,15361537,PG-13,98,12824,4.6,1
0,USA,Action,21701045,PG-13,110,11532,4.6,1
0,USA,Comedy,56127,R,96,7089,4.6,1
15000000,Germany,Comedy,29331068,PG,89,24586,4.6,1
25000000,USA,Action,32238923,PG-13,97,23961,4.6,1
20000000,Japan,Animation,19762690,PG,100,6776,4.6,1
22000000,USA,Comedy,22264487,R,83,43334,4.6,1
32000000,USA,Adventure,82674398,PG,95,24485,4.6,1
9000000,USA,Horror,16235293,R,84,21102,4.6,1
40000000,USA,Comedy,70165972,PG-13,99,34616,4.6,1
0,Canada,Action,1018965,R,110,12056,4.6,1
11000000,USA,Comedy,90559416,G,112,47545,4.6,1
6500000,USA,Comedy,4693919,R,100,11342,4.6,1
50000000,USA,Adventure,296623634,PG-13,130,232524,4.6,1
80000000,USA,Animation,100246011,PG,100,17533,4.6,1
7000000,USA,Action,1887,R,94,15243,4.6,1
5000000,USA,Horror,53921300,R,88,54344,4.6,1
10000000,USA,Horror,18300124,R,88,19280,4.6,1
0,USA,Horror,8834,NOT RATED,99,1645,4.6,1
10000000,UK,Action,3771397,PG-13,92,13521,4.6,1
0,USA,Comedy,681337,R,91,1265,4.7,1
0,USA,Comedy,7305209,PG,92,8125,4.7,1
0,USA,Adventure,626724,R,87,233,4.7,1
0,USA,Comedy,790000,R,93,944,4.7,1
0,USA,Action,6193901,R,101,4679,4.7,1
0,USA,Drama,422667,R,100,615,4.7,1
0,Canada,Comedy,169203,PG-13,94,1990,4.7,1
0,USA,Comedy,289975,R,94,313,4.7,1
22000000,USA,Action,14760451,PG-13,85,5036,4.7,1
0,USA,Action,6698361,R,111,5538,4.7,1
6500000,USA,Fantasy,2032973,R,90,1308,4.7,1
0,USA,Action,456127,R,107,1284,4.7,1
10000000,USA,Adventure,8667684,PG,100,2380,4.7,1
40000000,USA,Adventure,58662452,PG,89,34421,4.7,1
900000,USA,Comedy,8556940,R,92,18654,4.7,1
5000000,USA,Action,1702394,R,95,5329,4.7,1
0,USA,Adventure,4358940,PG-13,107,4191,4.7,1
45000000,France,Drama,20302961,NC-17,128,53325,4.7,1
45000000,USA,Action,65885767,PG-13,89,79593,4.7,1
30000000,USA,Action,11438337,R,93,26927,4.7,1
53000000,USA,Comedy,19736932,PG,94,8375,4.7,1
25000000,USA,Comedy,14990582,PG-13,108,9717,4.7,1
10000000,USA,Horror,20384136,R,96,21498,4.7,1
75000000,USA,Animation,5411999,PG-13,93,15048,4.7,1
70000000,USA,Comedy,112952899,PG,87,36199,4.7,1
40000000,Germany,Action,27053815,PG-13,104,13209,4.7,1
7000000,USA,Comedy,10097096,R,100,5897,4.7,1
45000000,USA,Comedy,90186328,PG-13,95,50536,4.7,1
14000000,USA,Comedy,15550605,PG-13,86,25363,4.7,1
0,USA,Horror,881745,R,87,8454,4.7,1
20000000,USA,Action,18843314,PG-13,92,28911,4.7,1
20000000,USA,Horror,20259297,PG-13,90,25920,4.7,1
12000000,USA,Adventure,84500122,G,97,24317,4.7,1
40000000,USA,Action,41797066,R,94,100087,4.7,1
17000000,USA,Crime,2626800,R,96,21178,4.7,1
0,USA,Action,10597734,R,93,11611,4.7,1
0,Ireland,Comedy,1849,UNRATED,84,14453,4.7,1
6000000,USA,Comedy,36497,R,100,7678,4.7,1
47000000,USA,Action,10539414,PG-13,81,48504,4.7,1
0,USA,Comedy,21660,NOT RATED,129,15544,4.7,1
3000000,USA,Horror,2034,R,90,20140,4.7,1
4000000,USA,Comedy,17329486,R,86,16194,4.7,1
4000000,USA,Mystery,35385560,R,91,31057,4.7,1
5000000,USA,Drama,4700361,PG-13,121,2631,4.7,1
50000000,USA,Comedy,28848693,PG-13,101,51053,4.7,1
10000000,France,Drama,6883951,PG-13,91,7396,4.7,1
20000000,USA,Comedy,73159525,PG-13,103,4640,4.7,1
25000000,USA,Action,1579260,PG-13,94,3397,4.8,1
0,USA,Action,601451,R,87,103,4.8,1
0,USA,Comedy,28061343,PG,88,33955,4.8,1
350000,USA,Action,4000000,R,90,6565,4.8,1
5000000,USA,Comedy,858250,R,110,1025,4.8,1
0,USA,Comedy,10348437,PG,86,1708,4.8,1
0,USA,Action,1327740,R,95,403,4.8,1
0,USA,Comedy,8253123,PG-13,92,2958,4.8,1
0,USA,Comedy,111987,R,94,689,4.8,1
0,UK,Drama,333811,R,100,276,4.8,1
0,USA,Crime,197343,R,100,215,4.8,1
0,USA,Action,1770082,R,85,849,4.8,1
10500000,USA,Horror,11582891,R,89,7613,4.8,1
0,USA,Comedy,1382462,PG-13,80,6879,4.8,1
15000000,USA,Action,5585154,R,94,3785,4.8,1
0,USA,Action,11128309,R,89,4135,4.8,1
13000000,USA,Action,5451119,R,99,1664,4.8,1
8000000,USA,Fantasy,17092453,R,100,14545,4.8,1
30000000,USA,Animation,14110600,PG-13,102,17780,4.8,1
15000000,USA,Comedy,53354166,PG,89,20989,4.8,1
17000000,USA,Action,42660000,PG,96,26647,4.8,1
0,USA,Comedy,3418141,PG-13,95,2440,4.8,1
46000000,USA,Comedy,130512915,PG,91,64538,4.8,1
0,USA,Comedy,28864707,PG,91,10622,4.8,1
0,USA,Comedy,7892208,PG-13,92,7048,4.8,1
15000000,USA,Adventure,13406717,PG,89,4897,4.8,1
15000000,USA,Drama,6014340,R,88,652,4.8,1
0,USA,Mystery,516350,PG-13,86,3143,4.8,1
0,USA,Action,684351,R,90,2498,4.8,1
0,USA,Fantasy,6086891,PG-13,95,6906,4.8,1
0,USA,Adventure,10005081,PG,84,2217,4.8,1
18000000,USA,Comedy,3247524,R,98,1230,4.8,1
1000000,USA,Romance,3478370,PG-13,113,2415,4.8,1
71000000,USA,Action,11466088,R,100,9453,4.8,1
28000000,USA,Action,13979599,PG-13,123,27480,4.8,1
35000000,Aruba,Action,10076136,R,91,12179,4.8,1
170000000,USA,Action,113805681,PG-13,106,136482,4.8,1
85000000,USA,Adventure,66957026,G,100,28524,4.8,1
90000000,USA,Horror,14218868,PG-13,90,15330,4.8,1
60000000,Germany,Comedy,36050230,PG-13,94,10627,4.8,1
50000000,USA,Drama,16779636,R,97,9712,4.8,1
21150000,Australia,Adventure,25635682,PG,92,20819,4.8,1
47000000,USA,Comedy,57743062,PG-13,84,50142,4.8,1
50000000,USA,Adventure,33422806,PG-13,95,32829,4.8,1
17000000,USA,Horror,12840842,PG-13,89,11322,4.8,1
60000000,Germany,Mystery,5350371,PG-13,104,8899,4.8,1
2000000,USA,Comedy,2506446,R,101,8888,4.8,1
120000000,USA,Action,100830111,PG-13,106,105990,4.8,1
0,USA,Comedy,6126237,PG,80,3577,4.8,1
0,Germany,Comedy,26300,R,100,5524,4.8,1
40000000,USA,Comedy,12181484,PG-13,99,27466,4.8,1
25000000,Canada,Drama,14379751,PG-13,102,23154,4.8,1
43000000,Canada,Action,24409722,PG-13,97,75843,4.8,1
50000000,USA,Adventure,66023816,G,101,38998,4.8,1
85000000,USA,Comedy,62252415,PG-13,102,61436,4.8,1
21000000,USA,Action,480314,PG-13,87,39969,4.8,1
0,USA,Comedy,4261350,R,97,20196,4.8,1
0,USA,Action,43751706,PG,100,16782,4.8,1
0,USA,Drama,13361,R,104,2682,4.8,1
45000000,USA,Adventure,8791738,PG,99,13682,4.8,1
60000000,USA,Action,19781879,PG-13,103,55602,4.8,1
16000000,USA,Drama,42670410,PG-13,88,44283,4.8,1
15000000,USA,Comedy,33860010,PG-13,99,34902,4.8,1
40000000,USA,Comedy,20916309,PG,89,5645,4.8,1
58000000,USA,Comedy,29580087,PG-13,100,31604,4.8,1
25000000,USA,Horror,14637490,R,100,17312,4.8,1
2500000,USA,Drama,2760,R,98,8592,4.8,1
26350000,USA,Comedy,20998,R,94,9388,4.8,1
2000000,USA,Action,40179,R,89,9333,4.8,1
20000000,USA,Horror,34341945,R,92,38083,4.8,1
0,USA,Comedy,8163,R,77,12863,4.8,1
2000000,USA,Drama,60755732,PG,100,34760,4.8,1
10000000,USA,Horror,26583369,PG-13,93,30580,4.8,1
15000000,USA,Comedy,12308521,PG-13,96,5049,4.9,1
0,USA,Comedy,10090429,PG-13,98,2549,4.9,1
1500000,USA,Action,1368912,R,86,489,4.9,1
0,USA,Action,2497233,R,90,368,4.9,1
0,USA,Comedy,30063289,PG-13,88,11444,4.9,1
4000000,USA,Fantasy,800000,R,87,2538,4.9,1
0,USA,Sci-Fi,1930001,R,92,1762,4.9,1
0,USA,Action,4546244,R,91,659,4.9,1
0,USA,Comedy,12277096,R,97,3279,4.9,1
0,USA,Adventure,15122324,PG,86,7756,4.9,1
0,USA,Romance,8892589,PG,98,900,4.9,1
0,USA,Horror,6337299,R,102,1123,4.9,1
7000000,UK,Horror,136203,R,100,704,4.9,1
