Netflix,Hulu,Prime Video,Disney+,Type,Runtime,IMDb,Threshold
0,0,0,1,0,100,5,1
0,0,0,1,0,87,5,1
0,0,0,1,0,77,5,1
0,0,0,1,0,96,5,1
0,0,0,1,0,22,5,1
0,0,0,1,0,92,5,1
0,0,0,1,0,90,5,1
0,0,0,1,0,72,5,1
1,0,0,0,0,119,5.1,1
1,0,0,0,0,87,5.1,1
1,0,0,0,0,84,5.1,1
1,0,0,0,0,92,5.1,1
1,0,0,0,0,66,5.1,1
1,0,0,0,0,103,5.1,1
1,0,0,0,0,105,5.1,1
1,0,0,0,0,88,5.1,1
1,0,0,0,0,130,5.1,1
1,0,0,0,0,116,5.1,1
1,0,1,0,0,87,5.1,1
1,0,0,0,0,93,5.1,1
1,0,0,0,0,89,5.1,1
1,0,0,0,0,89,5.1,1
1,0,0,0,0,97,5.1,1
1,0,0,0,0,98,5.1,1
1,0,0,0,0,88,5.1,1
1,0,0,0,0,98,5.1,1
1,0,0,0,0,104,5.1,1
1,1,0,1,0,102,5.1,1
1,0,0,0,0,94,5.1,1
1,0,0,0,0,90,5.1,1
1,0,0,0,0,109,5.1,1
1,0,0,0,0,97,5.1,1
1,0,0,0,0,87,5.1,1
1,0,0,0,0,89,5.1,1
1,0,0,0,0,98,5.1,1
1,0,0,0,0,87,5.1,1
1,0,0,0,0,90,5.1,1
1,0,0,0,0,43,5.1,1
1,0,0,0,0,45,5.1,1
1,0,0,0,0,97,5.1,1
1,0,0,0,0,107,5.1,1
1,0,0,0,0,110,5.1,1
1,0,0,0,0,91,5.1,1
1,0,0,0,0,99,5.1,1
1,0,0,0,0,100,5.1,1
1,0,0,0,0,150,5.1,1
1,0,0,0,0,108,5.1,1
1,0,0,0,0,73,5.1,1
1,0,0,0,0,30,5.1,1
1,0,0,0,0,98,5.1,1
1,0,1,0,0,101,5.1,1
1,0,0,0,0,90,5.1,1
1,0,0,0,0,116,5.1,1
1,0,0,0,0,95,5.1,1
1,0,0,0,0,94,5.1,1
1,0,0,0,0,80,5.1,1
1,0,0,0,0,,5.1,1
1,0,0,0,0,117,5.1,1
1,0,0,0,0,124,5.1,1
1,0,0,0,0,91,5.1,1
1,0,0,0,0,90,5.1,1
1,0,0,0,0,140,5.1,1
1,0,0,0,0,108,5.1,1
1,0,1,0,0,83,5.1,1
1,0,0,0,0,94,5.1,1
1,0,0,0,0,,5.1,1
1,0,0,0,0,108,5.1,1
1,0,1,0,0,47,5.1,1
1,0,0,0,0,84,5.1,1
1,0,0,0,0,,5.1,1
1,0,0,0,0,91,5.1,1
1,0,0,0,0,122,5.1,1
1,0,0,0,0,,5.1,1
0,1,0,0,0,86,5.1,1
0,1,1,0,0,22,5.1,1
0,1,0,0,0,75,5.1,1
0,1,1,0,0,106,5.1,1
0,1,1,0,0,82,5.1,1
0,1,1,0,0,92,5.1,1
0,1,0,0,0,95,5.1,1
0,1,0,0,0,98,5.1,1
0,1,0,0,0,88,5.1,1
0,1,0,0,0,87,5.1,1
0,1,0,0,0,90,5.1,1
0,1,0,0,0,93,5.1,1
0,1,1,0,0,85,5.1,1
0,1,1,0,0,85,5.1,1
0,1,0,0,0,94,5.1,1
0,1,0,0,0,78,5.1,1
0,1,0,0,0,83,5.1,1
0,1,0,0,0,12,5.1,1
0,1,1,0,0,93,5.1,1
0,1,0,0,0,93,5.1,1
0,1,1,0,0,93,5.1,1
0,1,0,0,0,57,5.1,1
0,1,0,0,0,75,5.1,1
0,1,1,0,0,45,5.1,1
0,0,1,0,0,91,5.1,1
0,0,1,0,0,80,5.1,1
0,0,1,0,0,87,5.1,1
0,0,1,0,0,,5.1,1
0,0,1,0,0,149,5.1,1
0,0,1,0,0,98,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,96,5.1,1
0,0,1,0,0,94,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,95,5.1,1
0,0,1,0,0,85,5.1,1
0,0,1,0,0,95,5.1,1
0,0,1,0,0,78,5.1,1
0,0,1,0,0,85,5.1,1
0,0,1,0,0,98,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,94,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,135,5.1,1
0,0,1,0,0,107,5.1,1
0,0,1,0,0,102,5.1,1
0,0,1,0,0,86,5.1,1
0,0,1,0,0,88,5.1,1
0,0,1,0,0,116,5.1,1
0,0,1,0,0,95,5.1,1
0,0,1,0,0,99,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,86,5.1,1
0,0,1,0,0,95,5.1,1
0,0,1,0,0,97,5.1,1
0,0,1,0,0,,5.1,1
0,0,1,0,0,70,5.1,1
0,0,1,0,0,73,5.1,1
0,0,1,0,0,92,5.1,1
0,0,1,0,0,92,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,98,5.1,1
0,0,1,0,0,104,5.1,1
0,0,1,0,0,100,5.1,1
0,0,1,0,0,87,5.1,1
0,0,1,0,0,85,5.1,1
0,0,1,0,0,78,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,99,5.1,1
0,0,1,0,0,103,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,99,5.1,1
0,0,1,0,0,102,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,91,5.1,1
0,0,1,0,0,114,5.1,1
0,0,1,0,0,95,5.1,1
0,0,1,0,0,126,5.1,1
0,0,1,0,0,82,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,98,5.1,1
0,0,1,0,0,100,5.1,1
0,0,1,0,0,101,5.1,1
0,0,1,0,0,56,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,124,5.1,1
0,0,1,0,0,42,5.1,1
0,0,1,0,0,145,5.1,1
0,0,1,0,0,113,5.1,1
0,0,1,0,0,97,5.1,1
0,0,1,0,0,95,5.1,1
0,0,1,0,0,100,5.1,1
0,0,1,0,0,100,5.1,1
0,0,1,0,0,112,5.1,1
0,0,1,0,0,82,5.1,1
0,0,1,0,0,96,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,112,5.1,1
0,0,1,0,0,149,5.1,1
0,0,1,0,0,96,5.1,1
0,0,1,0,0,95,5.1,1
0,0,1,0,0,70,5.1,1
0,0,1,0,0,91,5.1,1
0,0,1,0,0,85,5.1,1
0,0,1,0,0,91,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,88,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,92,5.1,1
0,0,1,0,0,,5.1,1
0,0,1,0,0,83,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,92,5.1,1
0,0,1,0,0,82,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,102,5.1,1
0,0,1,0,0,105,5.1,1
0,0,1,0,0,118,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,88,5.1,1
0,0,1,0,0,88,5.1,1
0,0,1,0,0,88,5.1,1
0,0,1,0,0,94,5.1,1
0,0,1,0,0,127,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,97,5.1,1
0,0,1,0,0,88,5.1,1
0,0,1,0,0,80,5.1,1
0,0,1,0,0,62,5.1,1
0,0,1,0,0,59,5.1,1
0,0,1,0,0,92,5.1,1
0,0,1,0,0,83,5.1,1
0,0,1,0,0,111,5.1,1
0,0,1,0,0,98,5.1,1
0,0,1,0,0,,5.1,1
0,0,1,0,0,79,5.1,1
0,0,1,0,0,98,5.1,1
0,0,1,0,0,79,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,91,5.1,1
0,0,1,0,0,132,5.1,1
0,0,1,0,0,100,5.1,1
0,0,1,0,0,92,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,91,5.1,1
0,0,1,0,0,94,5.1,1
0,0,1,0,0,94,5.1,1
0,0,1,0,0,83,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,102,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,107,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,136,5.1,1
0,0,1,0,0,108,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,51,5.1,1
0,0,1,0,0,84,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,103,5.1,1
0,0,1,0,0,58,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,87,5.1,1
0,0,1,0,0,94,5.1,1
0,0,1,0,0,78,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,101,5.1,1
0,0,1,0,0,,5.1,1
0,0,1,0,0,100,5.1,1
0,0,1,0,0,66,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,55,5.1,1
0,0,1,0,0,92,5.1,1
0,0,1,0,0,95,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,104,5.1,1
0,0,1,0,0,105,5.1,1
0,0,1,0,0,75,5.1,1
0,0,1,0,0,156,5.1,1
0,0,1,0,0,52,5.1,1
0,0,1,0,0,89,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,85,5.1,1
0,0,1,0,0,152,5.1,1
0,0,1,0,0,87,5.1,1
0,0,1,0,0,110,5.1,1
0,0,1,0,0,97,5.1,1
0,0,1,0,0,102,5.1,1
0,0,1,0,0,65,5.1,1
0,0,1,0,0,120,5.1,1
0,0,1,0,0,97,5.1,1
0,0,1,0,0,94,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,21,5.1,1
0,0,1,0,0,91,5.1,1
0,0,1,0,0,99,5.1,1
0,0,1,0,0,96,5.1,1
0,0,1,0,0,139,5.1,1
0,0,1,0,0,88,5.1,1
0,0,1,0,0,57,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,91,5.1,1
0,0,1,0,0,200,5.1,1
0,0,1,0,0,84,5.1,1
0,0,1,0,0,67,5.1,1
0,0,1,0,0,80,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,86,5.1,1
0,0,1,0,0,85,5.1,1
0,0,1,0,0,82,5.1,1
0,0,1,0,0,92,5.1,1
0,0,1,0,0,91,5.1,1
0,0,1,0,0,76,5.1,1
0,0,1,0,0,67,5.1,1
0,0,1,0,0,94,5.1,1
0,0,1,0,0,125,5.1,1
0,0,1,0,0,137,5.1,1
0,0,1,0,0,66,5.1,1
0,0,1,0,0,104,5.1,1
0,0,1,0,0,68,5.1,1
0,0,1,0,0,66,5.1,1
0,0,1,0,0,69,5.1,1
0,0,1,0,0,48,5.1,1
0,0,1,0,0,67,5.1,1
0,0,1,0,0,88,5.1,1
0,0,1,0,0,167,5.1,1
0,0,1,0,0,90,5.1,1
0,0,1,0,0,124,5.1,1
0,0,1,0,0,60,5.1,1
0,0,1,0,0,103,5.1,1
0,0,1,0,0,108,5.1,1
0,0,1,0,0,96,5.1,1
0,0,1,0,0,59,5.1,1
0,0,1,0,0,95,5.1,1
0,0,1,0,0,88,5.1,1
0,0,1,0,0,76,5.1,1
0,0,1,0,0,93,5.1,1
0,0,1,0,0,76,5.1,1
0,0,1,0,0,72,5.1,1
0,0,1,0,0,97,5.1,1
0,0,1,0,0,94,5.1,1
0,0,1,0,0,107,5.1,1
0,0,1,0,0,85,5.1,1
0,0,1,0,0,110,5.1,1
0,0,1,0,0,89,5.1,1
0,0,0,1,0,88,5.1,1
0,0,0,1,0,107,5.1,1
0,0,0,1,0,70,5.1,1
0,0,0,1,0,83,5.1,1
0,0,0,1,0,84,5.1,1
0,0,0,1,0,84,5.1,1
0,0,0,1,0,91,5.1,1
1,0,0,0,0,110,5.2,1
1,0,0,0,0,91,5.2,1
1,0,0,0,0,82,5.2,1
1,0,0,0,0,96,5.2,1
1,0,0,0,0,103,5.2,1
1,0,0,0,0,92,5.2,1
1,0,0,0,0,89,5.2,1
1,0,0,0,0,94,5.2,1
1,0,0,0,0,158,5.2,1
1,0,0,0,0,94,5.2,1
1,0,0,0,0,86,5.2,1
1,0,0,0,0,133,5.2,1
1,0,0,0,0,142,5.2,1
1,0,1,0,0,98,5.2,1
1,0,0,0,0,101,5.2,1
1,0,0,0,0,128,5.2,1
1,0,0,0,0,90,5.2,1
1,0,0,0,0,81,5.2,1
1,0,0,0,0,111,5.2,1
1,0,0,0,0,99,5.2,1
1,0,0,0,0,94,5.2,1
1,0,0,0,0,87,5.2,1
1,0,0,0,0,110,5.2,1
1,0,0,0,0,65,5.2,1
1,0,0,0,0,85,5.2,1
1,0,0,0,0,93,5.2,1
1,0,0,0,0,89,5.2,1
1,0,0,0,0,106,5.2,1
1,0,0,0,0,93,5.2,1
1,0,0,0,0,95,5.2,1
1,0,0,0,0,106,5.2,1
1,0,0,0,0,155,5.2,1
1,0,0,0,0,95,5.2,1
1,0,0,0,0,91,5.2,1
1,0,0,0,0,90,5.2,1
1,0,0,0,0,90,5.2,1
1,0,0,0,0,93,5.2,1
1,0,0,0,0,153,5.2,1
1,0,0,0,0,98,5.2,1
1,0,0,0,0,19,5.2,1
1,0,0,0,0,81,5.2,1
1,0,0,0,0,95,5.2,1
1,0,0,0,0,92,5.2,1
1,0,0,0,0,95,5.2,1
1,0,0,0,0,94,5.2,1
1,0,0,0,0,82,5.2,1
1,0,0,0,0,91,5.2,1
1,0,0,0,0,90,5.2,1
1,0,0,0,0,80,5.2,1
1,0,0,0,0,95,5.2,1
1,0,0,0,0,90,5.2,1
1,0,0,0,0,122,5.2,1
1,0,1,0,0,139,5.2,1
1,0,0,0,0,42,5.2,1
1,0,0,0,0,105,5.2,1
1,0,0,0,0,99,5.2,1
1,0,0,0,0,90,5.2,1
1,0,0,0,0,72,5.2,1
1,0,1,0,0,87,5.2,1
1,0,0,0,0,59,5.2,1
1,0,0,0,0,125,5.2,1
1,0,0,0,0,133,5.2,1
1,0,0,0,0,102,5.2,1
1,0,0,0,0,25,5.2,1
1,0,0,0,0,96,5.2,1
1,0,0,0,0,90,5.2,1
1,0,1,0,0,150,5.2,1
1,0,0,0,0,136,5.2,1
1,0,0,0,0,85,5.2,1
1,0,0,0,0,,5.2,1
1,0,1,0,0,90,5.2,1
0,1,0,0,0,92,5.2,1
0,1,1,0,0,117,5.2,1
0,1,0,0,0,84,5.2,1
0,1,0,0,0,76,5.2,1
0,1,1,0,0,129,5.2,1
0,1,0,0,0,91,5.2,1
0,1,1,0,0,86,5.2,1
0,1,1,0,0,94,5.2,1
0,1,0,0,0,87,5.2,1
0,1,0,0,0,86,5.2,1
0,1,0,0,0,91,5.2,1
0,1,0,0,0,90,5.2,1
0,1,0,0,0,91,5.2,1
0,1,0,0,0,100,5.2,1
0,1,1,0,0,94,5.2,1
0,1,1,0,0,88,5.2,1
0,1,1,0,0,100,5.2,1
0,1,0,0,0,58,5.2,1
0,0,1,0,0,83,5.2,1
0,0,1,0,0,84,5.2,1
0,0,1,0,0,111,5.2,1
0,0,1,0,0,85,5.2,1
0,0,1,0,0,71,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,96,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,77,5.2,1
0,0,1,0,0,87,5.2,1
0,0,1,0,0,80,5.2,1
0,0,1,0,0,135,5.2,1
0,0,1,0,0,98,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,124,5.2,1
0,0,1,0,0,109,5.2,1
0,0,1,0,0,84,5.2,1
0,0,1,0,0,112,5.2,1
0,0,1,0,0,102,5.2,1
0,0,1,0,0,77,5.2,1
0,0,1,0,0,95,5.2,1
0,0,1,0,0,92,5.2,1
0,0,1,0,0,108,5.2,1
0,0,1,0,0,97,5.2,1
0,0,1,0,0,87,5.2,1
0,0,1,0,0,96,5.2,1
0,0,1,0,0,98,5.2,1
0,0,1,0,0,92,5.2,1
0,0,1,0,0,118,5.2,1
0,0,1,0,0,85,5.2,1
0,0,1,0,0,91,5.2,1
0,0,1,0,0,81,5.2,1
0,0,1,0,0,87,5.2,1
0,0,1,0,0,82,5.2,1
0,0,1,0,0,95,5.2,1
0,0,1,0,0,99,5.2,1
0,0,1,0,0,89,5.2,1
0,0,1,0,0,99,5.2,1
0,0,1,0,0,101,5.2,1
0,0,1,0,0,73,5.2,1
0,0,1,0,0,113,5.2,1
0,0,1,0,0,88,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,173,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,148,5.2,1
0,0,1,0,0,82,5.2,1
0,0,1,0,0,104,5.2,1
0,0,1,0,0,109,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,103,5.2,1
0,0,1,0,0,103,5.2,1
0,0,1,0,0,54,5.2,1
0,0,1,0,0,103,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,96,5.2,1
0,0,1,0,0,91,5.2,1
0,0,1,0,0,100,5.2,1
0,0,1,0,0,82,5.2,1
0,0,1,0,0,80,5.2,1
0,0,1,0,0,160,5.2,1
0,0,1,0,0,81,5.2,1
0,0,1,0,0,105,5.2,1
0,0,1,0,0,89,5.2,1
0,0,1,0,0,86,5.2,1
0,0,1,0,0,100,5.2,1
0,0,1,0,0,111,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,93,5.2,1
0,0,1,0,0,88,5.2,1
0,0,1,0,0,67,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,61,5.2,1
0,0,1,0,0,120,5.2,1
0,0,1,0,0,112,5.2,1
0,0,1,0,0,91,5.2,1
0,0,1,0,0,96,5.2,1
0,0,1,0,0,150,5.2,1
0,0,1,0,0,96,5.2,1
0,0,1,0,0,101,5.2,1
0,0,1,0,0,110,5.2,1
0,0,1,0,0,107,5.2,1
0,0,1,0,0,114,5.2,1
0,0,1,0,0,80,5.2,1
0,0,1,0,0,92,5.2,1
0,0,1,0,0,85,5.2,1
0,0,1,0,0,80,5.2,1
0,0,1,0,0,104,5.2,1
0,0,1,0,0,,5.2,1
0,0,1,0,0,82,5.2,1
0,0,1,0,0,95,5.2,1
0,0,1,0,0,83,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,80,5.2,1
0,0,1,0,0,158,5.2,1
0,0,1,0,0,63,5.2,1
0,0,1,0,0,76,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,97,5.2,1
0,0,1,0,0,101,5.2,1
0,0,1,0,0,64,5.2,1
0,0,1,0,0,80,5.2,1
0,0,1,0,0,78,5.2,1
0,0,1,0,0,162,5.2,1
0,0,1,0,0,99,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,95,5.2,1
0,0,1,0,0,93,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,72,5.2,1
0,0,1,0,0,82,5.2,1
0,0,1,0,0,66,5.2,1
0,0,1,0,0,96,5.2,1
0,0,1,0,0,55,5.2,1
0,0,1,0,0,102,5.2,1
0,0,1,0,0,72,5.2,1
0,0,1,0,0,88,5.2,1
0,0,1,0,0,93,5.2,1
0,0,1,0,0,45,5.2,1
0,0,1,0,0,74,5.2,1
0,0,1,0,0,98,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,99,5.2,1
0,0,1,0,0,83,5.2,1
0,0,1,0,0,107,5.2,1
0,0,1,0,0,93,5.2,1
0,0,1,0,0,95,5.2,1
0,0,1,0,0,55,5.2,1
0,0,1,0,0,130,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,88,5.2,1
0,0,1,0,0,106,5.2,1
0,0,1,0,0,80,5.2,1
0,0,1,0,0,85,5.2,1
0,0,1,0,0,70,5.2,1
0,0,1,0,0,89,5.2,1
0,0,1,0,0,101,5.2,1
0,0,1,0,0,88,5.2,1
0,0,1,0,0,101,5.2,1
0,0,1,0,0,98,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,41,5.2,1
0,0,1,0,0,242,5.2,1
0,0,1,0,0,97,5.2,1
0,0,1,0,0,,5.2,1
0,0,1,0,0,120,5.2,1
0,0,1,0,0,88,5.2,1
0,0,1,0,0,78,5.2,1
0,0,1,0,0,61,5.2,1
0,0,1,0,0,62,5.2,1
0,0,1,0,0,104,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,92,5.2,1
0,0,1,0,0,80,5.2,1
0,0,1,0,0,97,5.2,1
0,0,1,0,0,53,5.2,1
0,0,1,0,0,,5.2,1
0,0,1,0,0,83,5.2,1
0,0,1,0,0,60,5.2,1
0,0,1,0,0,78,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,82,5.2,1
0,0,1,0,0,74,5.2,1
0,0,1,0,0,97,5.2,1
0,0,1,0,0,96,5.2,1
0,0,1,0,0,59,5.2,1
0,0,1,0,0,60,5.2,1
0,0,1,0,0,52,5.2,1
0,0,1,0,0,83,5.2,1
0,0,1,0,0,68,5.2,1
0,0,1,0,0,108,5.2,1
0,0,1,0,0,92,5.2,1
0,0,1,0,0,91,5.2,1
0,0,1,0,0,115,5.2,1
0,0,1,0,0,65,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,79,5.2,1
0,0,1,0,0,87,5.2,1
0,0,1,0,0,89,5.2,1
0,0,1,0,0,87,5.2,1
0,0,1,0,0,82,5.2,1
0,0,1,0,0,65,5.2,1
0,0,1,0,0,105,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,60,5.2,1
0,0,1,0,0,84,5.2,1
0,0,1,0,0,101,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,96,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,73,5.2,1
0,0,1,0,0,100,5.2,1
0,0,1,0,0,,5.2,1
0,0,1,0,0,95,5.2,1
0,0,1,0,0,120,5.2,1
0,0,1,0,0,56,5.2,1
0,0,1,0,0,86,5.2,1
0,0,1,0,0,93,5.2,1
0,0,1,0,0,32,5.2,1
0,0,1,0,0,62,5.2,1
0,0,1,0,0,85,5.2,1
0,0,1,0,0,82,5.2,1
0,0,1,0,0,81,5.2,1
0,0,1,0,0,66,5.2,1
0,0,1,0,0,25,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,76,5.2,1
0,0,1,0,0,56,5.2,1
0,0,1,0,0,48,5.2,1
0,0,1,0,0,68,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,115,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,94,5.2,1
0,0,1,0,0,90,5.2,1
0,0,1,0,0,91,5.2,1
0,0,1,0,0,47,5.2,1
0,0,1,0,0,63,5.2,1
0,0,1,0,0,52,5.2,1
0,0,1,0,0,72,5.2,1
0,0,1,0,0,67,5.2,1
0,0,1,0,0,87,5.2,1
0,0,1,0,0,62,5.2,1
0,0,1,0,0,59,5.2,1
0,0,1,0,0,93,5.2,1
0,0,1,0,0,65,5.2,1
0,0,1,0,0,93,5.2,1
0,0,1,0,0,70,5.2,1
0,0,1,0,0,82,5.2,1
0,0,1,0,0,76,5.2,1
0,0,0,1,0,94,5.2,1
0,0,0,1,0,97,5.2,1
0,0,0,1,0,80,5.2,1
0,0,0,1,0,99,5.2,1
0,0,0,1,0,105,5.2,1
0,0,0,1,0,90,5.2,1
0,0,0,1,0,101,5.2,1
0,0,0,1,0,21,5.2,1
1,0,0,0,0,127,5.3,1
1,0,0,0,0,106,5.3,1
1,0,0,0,0,83,5.3,1
1,0,0,0,0,114,5.3,1
1,0,0,0,0,98,5.3,1
1,0,0,0,0,102,5.3,1
1,0,0,0,0,104,5.3,1
1,0,0,0,0,90,5.3,1
1,0,0,0,0,118,5.3,1
1,0,0,0,0,108,5.3,1
1,0,0,0,0,100,5.3,1
1,0,0,0,0,93,5.3,1
1,0,0,0,0,93,5.3,1
1,0,1,0,0,89,5.3,1
1,0,0,0,0,97,5.3,1
1,0,0,0,0,102,5.3,1
1,0,0,0,0,83,5.3,1
1,0,1,0,0,92,5.3,1
1,0,0,0,0,138,5.3,1
1,0,0,0,0,122,5.3,1
1,0,0,0,0,106,5.3,1
1,0,0,0,0,92,5.3,1
1,0,0,0,0,93,5.3,1
1,0,0,0,0,82,5.3,1
1,0,0,0,0,84,5.3,1
1,0,0,0,0,143,5.3,1
1,0,0,0,0,103,5.3,1
1,0,0,0,0,126,5.3,1
1,0,0,0,0,82,5.3,1
1,0,0,0,0,105,5.3,1
1,0,0,0,0,99,5.3,1
1,0,0,0,0,78,5.3,1
1,0,0,0,0,86,5.3,1
1,0,0,0,0,101,5.3,1
1,0,0,0,0,157,5.3,1
1,0,0,0,0,90,5.3,1
1,0,0,0,0,98,5.3,1
1,0,0,0,0,94,5.3,1
1,0,0,0,0,150,5.3,1
1,0,0,0,0,86,5.3,1
1,0,0,0,0,99,5.3,1
1,0,0,0,0,102,5.3,1
1,0,0,0,0,,5.3,1
1,0,0,0,0,89,5.3,1
1,0,0,0,0,111,5.3,1
1,1,0,0,0,69,5.3,1
1,0,0,0,0,95,5.3,1
1,0,0,0,0,23,5.3,1
1,0,0,0,0,145,5.3,1
1,0,0,0,0,74,5.3,1
1,0,0,0,0,94,5.3,1
1,0,0,0,0,103,5.3,1
1,0,0,0,0,98,5.3,1
1,0,0,0,0,,5.3,1
1,0,1,0,0,110,5.3,1
1,0,1,0,0,125,5.3,1
1,0,1,0,0,90,5.3,1
1,0,0,0,0,97,5.3,1
1,0,0,0,0,130,5.3,1
1,0,0,0,0,108,5.3,1
1,0,0,0,0,120,5.3,1
1,0,0,0,0,128,5.3,1
1,0,0,0,0,111,5.3,1
1,0,0,0,0,,5.3,1
1,0,0,0,0,99,5.3,1
1,0,0,0,0,45,5.3,1
1,0,0,0,0,,5.3,1
1,0,0,0,0,92,5.3,1
1,0,0,0,0,131,5.3,1
1,0,0,0,0,148,5.3,1
1,0,0,0,0,60,5.3,1
1,0,0,0,0,24,5.3,1
1,0,0,0,0,75,5.3,1
1,0,0,0,0,10,5.3,1
1,0,0,0,0,102,5.3,1
1,0,1,0,0,,5.3,1
1,0,0,0,0,100,5.3,1
1,0,0,0,0,34,5.3,1
1,0,0,0,0,136,5.3,1
1,0,0,0,0,,5.3,1
1,0,0,0,0,63,5.3,1
1,0,0,0,0,94,5.3,1
1,0,0,0,0,77,5.3,1
1,0,0,0,0,140,5.3,1
1,0,0,0,0,56,5.3,1
1,0,0,0,0,113,5.3,1
1,0,0,0,0,165,5.3,1
1,0,1,0,0,127,5.3,1
1,0,0,0,0,91,5.3,1
0,1,1,0,0,109,5.3,1
0,1,1,0,0,99,5.3,1
0,1,0,0,0,104,5.3,1
0,1,0,0,0,114,5.3,1
0,1,0,0,0,81,5.3,1
0,1,0,0,0,101,5.3,1
0,1,0,0,0,87,5.3,1
0,1,0,0,0,90,5.3,1
0,1,0,0,0,95,5.3,1
0,1,0,0,0,93,5.3,1
0,1,0,0,0,90,5.3,1
0,1,0,0,0,94,5.3,1
0,1,0,0,0,87,5.3,1
0,1,0,0,0,87,5.3,1
0,1,0,0,0,92,5.3,1
0,1,1,0,0,92,5.3,1
0,1,0,0,0,92,5.3,1
0,1,1,0,0,102,5.3,1
0,1,0,0,0,102,5.3,1
0,1,0,0,0,98,5.3,1
0,1,0,0,0,95,5.3,1
0,1,0,0,0,90,5.3,1
0,1,0,0,0,85,5.3,1
0,1,0,0,0,90,5.3,1
0,1,0,0,0,91,5.3,1
0,0,1,0,0,98,5.3,1
0,0,1,0,0,82,5.3,1
